property_no,description,debt_amount,event_description,event_datetime
5209490650,Warrnambool,539.65,URGS Application Successful Letter - FC2022/05432,3/06/2022
9230040600,Port Fairy,249.89,URGS Application Successful Letter - FC2022/05434,3/06/2022
9330660350,Portland,439.95,URGS Application Successful Letter - FC2022/05487,6/06/2022
9333631300,Portland,262,URGS Application Successful Letter - FC2022/05490,6/06/2022
9333740200,Portland,560.01,URGS Application Successful Letter - FC2022/05491,6/06/2022
9232960400,Port Fairy,650,URGS Application Successful Letter - FC2022/05498,6/06/2022
5200680600,Warrnambool,118.57,URGS Application Successful Letter - FC2022/05596,7/06/2022
5200441550,Warrnambool,200.44,URGS Application Successful Letter - FC2022/05599,7/06/2022
5200110700,Warrnambool,339.41,URGS Application Successful Letter - FC2022/05603,7/06/2022
440530750,Coleraine,650,URGS Application Successful Letter - FC2022/05607,7/06/2022
5210731850,Warrnambool,153.2,URGS Application Successful Letter (FC2022/05946) $153.20,17/06/2022
5206151400,Warrnambool,254.76,URGS Application Successful Letter (FC2022/05949) - $254.76,17/06/2022
744540200,Hamilton,650,URGS Application Successful Letter - FC2022/05979,20/06/2022
5204280550,Warrnambool,650,URGS Application Successful Letter - FC2022/05980,20/06/2022
5205370350,Warrnambool,650,URGS Application Successful Letter - FC2022/05984,20/06/2022
5210732250,Warrnambool,650,URGS Application Successful Letter - FC2022/05987,20/06/2022
9330760250,Portland,650,URGS Application Successful Letter - FC2022/05993,20/06/2022
9331000600,Portland,650,URGS Application Successful Letter - FC2022/05995,20/06/2022
9331971250,Portland,650,URGS Application Successful Letter - FC2022/06004,20/06/2022
743192000,Hamilton,650,URGS Application Successful Letter - FC2022/06007,20/06/2022
5206175150,Warrnambool,234.43,URGS Application Successful Letter - FC2022/06106,22/06/2022
5206171000,Warrnambool,190.79,URGS Application Successful Letter - FC2022/06108,22/06/2022
742221000,Hamilton,292.03,URGS Application Successful Letter - FC2022/06347,28/06/2022
2202981450,Camperdown,125.94,URGS Application Successful Letter - FC2022/06349,28/06/2022
9331980100,Portland,120.08,URGS Application Successful Letter - FC2022/06371,28/06/2022
2204860550,Camperdown,194.95,URGS Application Successful Letter - FC2022/06373,28/06/2022
2205190200,Camperdown,282.84,URGS Application Successful Letter - FC2022/06382,28/06/2022
3202112200,Koroit,497.08,URGS Application Successful Letter - FC2022/06385,28/06/2022
5203481550,Warrnambool,650,URGS Application Successful Letter - FC2022/06459,29/06/2022
5206020300,Warrnambool,148.04,URGS Application Successful Letter - FC2022/06470,29/06/2022
5208802370,Warrnambool,650,URGS Application Successful Letter - FC2022/06474,29/06/2022
9131152250,Heywood,650,URGS Application Successful Letter - FC2022/06476,29/06/2022
9232903760,Port Fairy,217.81,URGS Application Successful Letter - FC2022/06477,29/06/2022
5200430100,Warrnambool,204.1,URGS Application Successful Letter - FC2022/06824,6/07/2022
5206151500,Warrnambool,650,URGS Application Successful Letter - FC2022/06825,6/07/2022
5208802940,Warrnambool,650,URGS Application Successful Letter - FC2022/06835,6/07/2022
5210731250,Warrnambool,650,URGS Application Successful Letter - FC2022/06837,6/07/2022
5212250550,Warrnambool,347.58,URGS Application Successful Letter - FC2022/06846,6/07/2022
9231311700,Port Fairy,444.18,URGS Application Successful Letter - FC2022/06999,8/07/2022
9312911850,Bolwarra,650,URGS Application Successful Letter - FC2022/07001,8/07/2022
9330882950,Portland,650,URGS Application Successful Letter - FC2022/07003,8/07/2022
9331481650,Portland,455.51,URGS Application Successful Letter - FC2022/07005,8/07/2022
9330630300,Portland,650,URGS Application Successful Letter - FC2022/07102,11/07/2022
742220200,Hamilton,229.06,URGS Application Successful Letter - FC2022/07108,11/07/2022
5200300300,Warrnambool,598.12,URGS Application Successful Letter FC2022/07543,21/07/2022
5203903300,Warrnambool,443.15,URGS Application Successful Letter FC2022/07555,21/07/2022
440450150,Coleraine,650,URGS Application Successful Letter FC2022/07561,21/07/2022
2209141300,Camperdown,623.36,URGS Application Successful Letter FC2022/07563,21/07/2022
9333100850,Portland,483.48,URGS Application Successful Letter FC2022/07565,21/07/2022
240032050,Casterton,650,URGS Application Successful Letter FC2022/07574,21/07/2022
742223150,Hamilton,329.33,URGS Application Successful Letter FC2022/07577,21/07/2022
742372200,Hamilton,597.56,URGS Application Successful Letter FC2022/07579,21/07/2022
9330650600,Portland,650,URGS Application Successful Letter - FC2022/07731,26/07/2022
444730800,Coleraine,650,URGS Application Successful Letter FC2022/07734,26/07/2022
242152450,Casterton,181.02,URGS Application Successful Letter FC2022/07736,26/07/2022
442952750,Coleraine,650,URGS Application Successful Letter - FC2022/07739,26/07/2022
3002794000,Cobden,650,URGS Application Successful Letter,26/07/2022
5208381050,Warrnambool,650,URGS Application Successful Letter - FC2022/07983,1/08/2022
742223150,Hamilton,229.33,URGS Application Successful Letter - FC2022/07986,1/08/2022
9333631150,Portland,555.78,URGS Application Successful Letter - FC2022/07989,1/08/2022
9332412050,Portland,621.7,URGS Application Successful Letter - FC2022/07991,1/08/2022
9331320950,Portland,650,URGS Application Successful Letter - FC2022/07990,1/08/2022
741450100,Hamilton,220.09,URGS Application Successful Letter - FC2022/07998,1/08/2022
4810250600,Terang,134.35,URGS Application Successful Letter - FC2022/07996,1/08/2022
2202981450,Camperdown,138.85,URGS Application Successful Letter - FC2022/08374,8/08/2022
9332411000,Portland,650,URGS Application Successful Letter - FC2022/08714,15/08/2022
242991100,Casterton,650,URGS Application Successful Letter - FC2022/08717,15/08/2022
9331141200,Portland North,650,URGS Application Successful Letter - FC2022/08718,15/08/2022
9331990450,Portland,NULL,URGS Application Successful Letter,15/08/2022
9331050050,Portland,490.53,URGS Application Successful Letter - FC2022/08724,15/08/2022
9330300700,Portland,614.1,URGS Application Successful Letter - FC2022/08725,15/08/2022
9330540700,Portland,NULL,URGS Application Successful Letter,16/08/2022
9330060300,Portland,650,URGS Application Successful Letter - FC2022/08751,16/08/2022
5208780550,Warrnambool,434.05,URGS Application Successful Letter - FC2022/08757,16/08/2022
5207275500,Warrnambool,618.86,URGS Application Successful Letter - FC2022/08763,16/08/2022
744710750,Hamilton,650,URGS Application Successful Letter - FC2022/08766,16/08/2022
741011300,Hamilton,243.92,URGS Application Successful Letter - FC 2022/08767,16/08/2022
1044651500,Penshurst,650,URGS Application Successful Letter - FC2022/08770,16/08/2022
5206151720,Warrnambool,650,URGS Application Successful Letter - FC2022/08772,16/08/2022
9131260300,Heywood,403.47,URGS Application Successful Letter - FC2022/08775,16/08/2022
3605802050,Mortlake,65.62,URGS Application Successful Letter - FC2022/08806,17/08/2022
5244990360,Warrnambool,650,URGS Application Successful Letter - FC2022/09052,23/08/2022
5200441550,Warrnambool,77.21,URGS Application Successful Letter - FC2022/09053,23/08/2022
9132322700,Heywood,650,URGS Application Successful Letter - FC2022/09056,23/08/2022
9331050050,Portland,159.47,URGS Application Successful Letter - FC2022/09057,23/08/2022
4804781750,Terang,612.75,URGS Application Successful Letter - FC2022/09058,23/08/2022
744080550,Hamilton,650,URGS Application Successful Letter - FC2022/09300,29/08/2022
5206950300,Warrnambool,650,URGS Application Successful Letter - FC2022/09302 $650.00,29/08/2022
5214070500,Warrnambool,650,URGS Application Successful Letter - FC2022/09306,29/08/2022
244090200,Casterton,650,URGS Application Successful Letter - FC2022/09310,29/08/2022
9230700900,Port Fairy,650,URGS Application Successful Letter - FC2022/09313,29/08/2022
743750800,Hamilton,410.72,URGS Application Successful Letter - FC2022/09320,29/08/2022
942440350,Merino,650,URGS Application Successful Letter - FC2022/09327,29/08/2022
5208810600,Warrnambool,650,URGS Application Successful Letter - FC2022/09328,29/08/2022
9331502650,Portland,NULL,URGS Application Successful Letter,29/08/2022
9331502650,Portland,NULL,URGS Application Successful Letter,29/08/2022
741011300,Hamilton,250.37,URGS Application Successful Letter - FC2022/09650,6/09/2022
5210734150,Warrnambool,NULL,URGS Application Successful Letter,6/09/2022
9332411200,Portland,489.75,URGS Application Successful Letter - FC2022/09656,6/09/2022
5210041400,Warrnambool,457.09,URGS Application Successful Letter - FC2022/09659,6/09/2022
241510550,Casterton,650,URGS Application Successful Letter FC2022/09662,6/09/2022
5208805220,Dennington,245.71,URGS Application Successful Letter - FC2022/09663,6/09/2022
9333240050,Portland,NULL,URGS Application Successful Letter,12/09/2022
2601170200,Caramut,NULL,URGS Application Successful Letter,12/09/2022
740772450,Hamilton,286.91,URGS Application Successful Letter - FC2022/09922,12/09/2022
5206940180,Warrnambool,NULL,URGS Application Successful Letter,12/09/2022
743690700,Hamilton,650,URGS Application Successful Letter - FC2022/09925,12/09/2022
9332512050,Portland,149.92,URGS Application Successful Letter - FC2022/09926,12/09/2022
5200680600,Warrnambool,141.54,URGS Application Successful Letter - FC2022/10198,20/09/2022
442922350,Coleraine,309.04,URGS Application Successful Letter - FC2022/10201,20/09/2022
5211050900,Warrnambool,NULL,URGS Application Successful Letter,20/09/2022
9333380950,Portland,650,URGS Application Successful Letter - FC2022/10205,20/09/2022
9332681200,Portland,650,URGS Application Successful Letter - FC2022/10207,20/09/2022
9331910300,Portland,73.44,URGS Application Successful Letter - FC2022/10208,20/09/2022
5209160400,Warrnambool,533.24,URGS Application Successful Letter - FC2022/10210,20/09/2022
9331980100,Portland,NULL,URGS Application Successful Letter,27/09/2022
9331000200,Portland,NULL,URGS Application Successful Letter,27/09/2022
5209771200,Warrnambool,NULL,URGS Application Successful Letter,27/09/2022
4800623100,Terang,624.24,URGS Application Successful Letter - FC2022/10622,3/10/2022
9331303580,Portland,650,URGS Application Successful Letter - FC2022/10623,3/10/2022
9333630350,Portland,650,URGS Application Successful Letter - FC2022/10624,3/10/2022
244090550,Casterton,182.17,URGS Application Successful Letter,10/10/2022
5206020300,Warrnambool,NULL,URGS Application Successful Letter,10/10/2022
444735100,Coleraine,314.31,URGS Application Successful Letter - FC2022/10918,10/10/2022
1041440100,Penshurst,650,URGS Application Successful Letter - FC2022/10919,10/10/2022
2202720525,Camperdown,211.81,URGS Application Successful Letter - FC2022/10920,10/10/2022
240130800,Casterton,650,URGS Application Successful Letter,11/10/2022
3200240500,Koroit,178.31,URGS Application Successful Letter - FC2022/11334,20/10/2022
5207220150,Warrnambool,151.79,URGS Application Successful Letter - FC2022/11337,20/10/2022
9332411050,Portland,418.82,URGS Application Successful Letter - FC2022/11347,20/10/2022
9333340550,Portland,608.92,URGS Application Successful Letter - FC2022/11348,20/10/2022
243830650,Casterton,484.25,URGS Application Successful Letter - FC2022/11349,20/10/2022
5200951650,Warrnambool,417.9,URGS Application Successful Letter - FC2022/11351,20/10/2022
741010200,Hamilton,NULL,URGS Application Successful Letter,25/10/2022
9132320950,Heywood,NULL,URGS Application Successful Letter,25/10/2022
941830100,Merino,NULL,URGS Application Successful Letter,25/10/2022
9333675450,Portland,650,URGS Application Successful Letter - FC2022/11780,1/11/2022
5203903600,Warrnambool,650,URGS Application Successful Letter - FC2022/11781,1/11/2022
5208803480,Warrnambool,598.04,URGS Application Successful Letter - FC2022/11782,1/11/2022
9330451250,Portland,283.41,URGS Application Successful Letter - FC2022/11783,1/11/2022
4804581000,Terang,412.09,URGS Application Successful Letter - FC2022/11784,1/11/2022
2608890550,Caramut,NULL,URGS Application Successful Letter,1/11/2022
3202112200,Koroit,152.92,URGS Application Successful Letter - FC2022/11832,2/11/2022
440650700,Coleraine,NULL,URGS Application Successful Letter,2/11/2022
5203801600,Warrnambool,650,URGS Application Successful Letter - FC2022/11839,2/11/2022
5209010850,Warrnambool,176.27,URGS Application Successful Letter - FC2022/11841,2/11/2022
5207340850,Warrnambool,650,URGS Application Successful Letter - FC2022/11844,2/11/2022
9333631250,Portland,NULL,URGS Application Successful Letter,2/11/2022
241957650,Casterton,650,URGS Application Successful Letter - FC2022/12190,9/11/2022
2011402700,Allansford,294.26,URGS Application Successful Letter - FC2022/12195,9/11/2022
5203800900,Warrnambool,650,URGS Application Successful Letter - FC2022/12198,9/11/2022
3409430300,Lismore,NULL,URGS Application Successful Letter,14/11/2022
9332790600,Portland,650,URGS Application Successful Letter - FC2022/12821,23/11/2022
442951950,Coleraine,190.55,URGS Application Successful Letter - FC2022/12823,23/11/2022
742277550,Hamilton,356.28,URGS Application Successful Letter - FC2022/12825,23/11/2022
9333651200,Portland,NULL,URGS Application Successful Letter,30/11/2022
9330220400,Portland,NULL,URGS Application Successful Letter,30/11/2022
5206350100,Warrnambool,NULL,URGS Application Successful Letter,30/11/2022
5200467150,Warrnambool,650,URGS Application Successful Letter,6/12/2022
5209010500,Warrnambool,NULL,URGS Application Successful Letter,14/12/2022
5200083950,Warrnambool,NULL,URGS Application Successful Letter,14/12/2022
3607321275,Mortlake,NULL,URGS Application Successful Letter,14/12/2022
1040242950,Penshurst,NULL,URGS Application Successful Letter,14/12/2022
740312450,Hamilton,NULL,URGS Application Successful Letter,14/12/2022
740312450,Hamilton,NULL,URGS Application Successful Letter,14/12/2022
9331980100,Portland,NULL,URGS Application Successful Letter,20/12/2022
9330461050,Portland,142.86,URGS Application Successful Letter - FC2022/13961,20/12/2022
9233030050,Port Fairy,NULL,URGS Application Successful Letter,20/12/2022
9030151560,Dartmoor,NULL,URGS Application Successful Letter,20/12/2022
244090550,Casterton,187.89,URGS Application Successful Letter,20/12/2022
5201130150,Warrnambool,NULL,URGS Application Successful Letter,5/01/2023
241955000,Casterton,NULL,URGS Application Successful Letter,5/01/2023
440653800,Coleraine,187.15,URGS Application Successful Letter - FC2023/00465,16/01/2023
5200590550,Dennington,396.65,URGS Application Successful Letter - FC2023/00470,16/01/2023
713170080,Hamilton,435.71,URGS Application Successful Letter - FC2023/00904,30/01/2023
2408180400,Camperdown,136.07,URGS Application Successful Letter FC2023/00909,30/01/2023
9330451250,Portland,186.77,URGS Application Successful Letter - FC2023/00910,30/01/2023
5206151400,Warrnambool,395.24,URGS Application Successful Letter FC2023/01369,8/02/2023
2206739900,Camperdown,272.66,URGS Application Successful Letter - FC2023/01373,8/02/2023
740960100,Hamilton,546.82,URGS Application Successful Letter - FC2023/01715,15/02/2023
243060800,Casterton,176.52,URGS Application Successful Letter - FC2023/01717,15/02/2023
5200530500,Warrnambool,531.23,URGS Application Successful Letter FC2023/01721,15/02/2023
3600921800,Mortlake,635.33,URGS Application Successful Letter FC2023/01722,15/02/2023
9331845550,Portland,650,URGS Application Successful Letter FC2023/01724,15/02/2023
5212700955,Warrnambool,NULL,URGS Application Successful Letter,15/02/2023
5206580450,Warrnambool,NULL,URGS Application Successful Letter,15/02/2023
9333742050,Portland,448.63,URGS Application Successful Letter FC2023/01736,15/02/2023
9330451250,Portland,173.64,URGS Application Successful Letter FC2023/01739,15/02/2023
5209010850,Warrnambool,336.53,URGS Application Successful Letter,15/02/2023
5200590550,Dennington,253.35,URGS Application Successful Letter FC2023/01744,15/02/2023
4805900500,Terang,650,URGS Application Successful Letter FC2023/01750,15/02/2023
2202981450,Camperdown,144.39,URGS Application Successful Letter FC2023/01754,15/02/2023
4800625950,Terang,146.1,URGS Application Successful Letter,15/02/2023
2202982100,Camperdown,633.13,URGS Application Successful Letter FC2023/01760,15/02/2023
741890050,Hamilton,650,URGS Application Successful Letter,15/02/2023
2011405500,Allansford,150.58,URGS Application Successful Letter FC2023/01769,15/02/2023
3610452400,Mortlake,476.43,URGS Application Successful Letter FC2023/02031,22/02/2023
5202050050,Warrnambool,492.52,URGS Application Successful Letter - FC2023/02105,22/02/2023
2408180400,Camperdown,379.1,URGS Application Successful Letter FC2023/02388,28/02/2023
9333741950,Portland,208.46,URGS Application Successful Letter FC2023/02390,28/02/2023
5207551800,Warrnambool,189.79,URGS Application Successful Letter,6/03/2023
9331300420,Portland,NULL,URGS Application Successful Letter,6/03/2023
740960100,Hamilton,103.18,URGS Application Successful Letter,6/03/2023
742410850,Hamilton,NULL,URGS Application Successful Letter,6/03/2023
4800625950,Terang,75.9,URGS Application Successful Letter,6/03/2023
5203620900,Warrnambool,NULL,URGS Application Successful Letter,6/03/2023
5203920300,Warrnambool,650,URGS Application Successful Letter,6/03/2023
3007350200,Cobden,NULL,URGS Application Successful Letter,6/03/2023
5214220550,Warrnambool,NULL,URGS Application Successful Letter,6/03/2023
742220200,Hamilton,362.79,URGS Application Successful Letter,6/03/2023
3205880650,Koroit,100.15,URGS Application Successful Letter FC2023/03095,16/03/2023
742410850,Hamilton,176.89,URGS Application Successful Letter - FC2023/03098,16/03/2023
2206733150,Camperdown,200.3,URGS Application Successful Letter - FC2023/03100,16/03/2023
9330461050,Portland,36.73,URGS Application Successful Letter - FC2023/03124,16/03/2023
5202682775,Warrnambool,650,URGS Application Successful Letter - FC2023/03126,16/03/2023
713170080,Hamilton,214.29,URGS Application Successful Letter - FC2023/03127,16/03/2023
3406320400,Derrinallum,NULL,URGS Application Successful Letter,21/03/2023
5202702750,Warrnambool,NULL,URGS Application Successful Letter,27/03/2023
440650850,Coleraine,NULL,URGS Application Successful Letter,27/03/2023
4610750200,Simpson,NULL,URGS Application Successful Letter,27/03/2023
2011404690,Allansford,227.89,URGS Application Successful Letter - FC2023/04019,3/04/2023
2206730200,Camperdown,284.47,URGS Application Successful Letter FC2023/04021,3/04/2023
2209141250,Camperdown,406.57,URGS Application Successful Letter FC2023/04023,3/04/2023
5206081550,Warrnambool,650,URGS Application Successful Letter FC2023/04028,3/04/2023
5205481700,Warrnambool,650,URGS Application Successful Letter - FC2023/04029,3/04/2023
5209581100,Warrnambool,185.33,URGS Application Successful Letter - FC2023/04031,3/04/2023
5202140750,Warrnambool,461.09,URGS Application Successful Letter - FC2023/04371,12/04/2023
5205560400,Warrnambool,650,URGS Application Successful Letter FC2023/04374,12/04/2023
5207473950,Warrnambool,650,URGS Application Successful Letter FC2023/04375,12/04/2023
444731350,Coleraine,644.17,URGS Application Successful Letter FC2023/04377,12/04/2023
2011405500,Allansford,300.13,URGS Application Successful Letter FC2023/04563,17/04/2023
5210971050,Warrnambool,336.55,URGS Application Successful Letter FC2023/04565,17/04/2023
9331980100,Portland,147.44,URGS Application Successful Letter FC2023/04567,17/04/2023
9333470200,Portland,513.02,URGS Application Successful Letter - FC2023/04571,17/04/2023
9333630300,Portland,219.63,URGS Application Successful Letter - FC2023/04572,17/04/2023
243060800,Casterton,NULL,URGS Application Successful Letter,27/04/2023
9033830700,Dartmoor,112.42,URGS Application Successful Letter FC2023/05189,2/05/2023
9333740700,Portland,NULL,URGS Application Successful Letter,2/05/2023
5209010850,Warrnambool,NULL,URGS Application Successful Letter,10/05/2023
9331980100,Portland,NULL,URGS Application Successful Letter,17/05/2023
4800625950,Terang,174.22,URGS Application Successful Letter FC2023/06085,17/05/2023
5206174400,Warrnambool,NULL,URGS Application Successful Letter,17/05/2023
5202702750,Warrnambool,NULL,URGS Application Successful Letter,17/05/2023
5202870400,Warrnambool,NULL,URGS Application Successful Letter,17/05/2023
5202682200,Warrnambool,NULL,URGS Application Successful Letter,17/05/2023
242152450,Casterton,NULL,URGS Application Successful Letter,17/05/2023
741600900,Hamilton,309.23,URGS Application Successful Letter - FC2023/06111,18/05/2023
740310150,Hamilton,378.54,URGS Application Successful Letter - FC2023/06112,18/05/2023
713170070,Hamilton,123.21,URGS Application Successful Letter - FC2023/06122,18/05/2023
2206733150,Camperdown,150.21,URGS Application Successful Letter FC2023/06265,22/05/2023
5210733850,Warrnambool,223.27,URGS Application Successful Letter FC2023/06272,22/05/2023
2209141250,Camperdown,212.39,URGS Application Successful Letter FC2023/06273,22/05/2023
3607941300,Mortlake,200.9,URGS Application Successful Letter - FC2023/06634,29/05/2023
3411180100,Derrinallum,650,URGS Application Successful Letter,6/06/2023
5200660850,Warrnambool,549.1,URGS Application Successful Letter FC2023/07047,6/06/2023
740310150,Hamilton,154.02,URGS Application Successful Letter FC2023/07049,6/06/2023
742410850,Hamilton,138.36,URGS Application Successful Letter FC2023/07054,6/06/2023
5214931100,Warrnambool,650,URGS Application Successful Letter FC2023/07055,6/06/2023
2204941200,Camperdown,650,URGS Application Successful Letter,15/06/2023
5200680500,Warrnambool,452.4,URGS Application Successful Letter - FC2023/07474,16/06/2023
5212670225,Warrnambool,248.18,URGS Application Successful Letter FC2023/07472,16/06/2023
5200083950,Warrnambool,45.36,URGS Application Successful Letter FC2023/07477,16/06/2023
741041250,Hamilton,167.77,URGS Application Successful Letter -,16/06/2023
2004500500,Allansford,650,URGS Application Successful Letter FC2023/07478,16/06/2023
440650850,Coleraine,209.67,URGS Application Successful Letter - FC2023/07545,19/06/2023
743203650,Hamilton,650,URGS Application Successful Letter - FC2023/07552,19/06/2023
3604920200,Mortlake,430.2,URGS Application Successful Letter - FC2023/07553,19/06/2023
3202522350,Koroit,215.37,URGS Application Successful Letter - FC2023/07554,19/06/2023
2202480200,Camperdown,422.71,URGS Application Successful Letter - FC2023/07558,19/06/2023
9331843900,Portland,650,URGS Application Successful Letter - FC2023/07561,19/06/2023
5208801390,Warrnambool,565.11,URGS Application Successful Letter - FC2023/07568,19/06/2023
3607321450,Mortlake,568.82,URGS Application Successful Letter - FC2023/07569,19/06/2023
742970700,Hamilton,186.92,URGS Application Successful Letter - FC2023/07577,19/06/2023
740200200,Hamilton,374.77,URGS Application Successful Letter - FC2023/07578,19/06/2023
442872850,Coleraine,305,URGS Application Successful Letter - FC2023/07579,19/06/2023
741111000,Hamilton,NULL,URGS Application Successful Letter,19/06/2023
741420200,Hamilton,650,URGS Application Successful Letter FC2023/07885,26/06/2023
3202524700,Koroit,650,URGS Application Successful Letter FC2023/07887,26/06/2023
3609711350,Mortlake,NULL,URGS Application Successful Letter,26/06/2023
5202971350,Warrnambool,466.28,URGS Application Successful Letter FC2023/07890,26/06/2023
5203290400,Warrnambool,NULL,URGS Application Successful Letter,26/06/2023
5209860100,Warrnambool,331.09,URGS Application Successful Letter FC2023/07893,26/06/2023
9132182800,Heywood,NULL,URGS Application Successful Letter,26/06/2023
9331930650,Portland,650,URGS Application Successful Letter FC2023/07899,26/06/2023
140750050,Balmoral,650,URGS Application Successful Letter FC2023/07900,26/06/2023
1043980175,Penshurst,300,URGS Application Successful Letter FC2023/07901,26/06/2023
9332500400,Portland,559.71,URGS Application Successful Letter FC2023/07906,26/06/2023
5204460550,Warrnambool,241.67,URGS Application Successful Letter FC2023/07907,26/06/2023
140220200,Balmoral,NULL,URGS Application Successful Letter,3/07/2023
442872850,Coleraine,192.46,URGS Application Successful Letter,3/07/2023
741600900,Hamilton,NULL,URGS Application Successful Letter,3/07/2023
2011405500,Allansford,NULL,URGS Application Successful Letter,4/07/2023
9332430250,Portland,NULL,URGS Application Successful Letter,4/07/2023
544370600,Dunkeld,650,URGS Application Successful Letter FC2023/08544,10/07/2023
740200200,Hamilton,111.08,URGS Application Successful Letter - FC2023/08546,10/07/2023
2204610100,Camperdown,340.6,URGS Application Successful Letter - FC2023/08552,10/07/2023
742970700,Hamilton,330.92,URGS Application Successful Letter FC2023/08842,18/07/2023
743815850,Hamilton,507.03,URGS Application Successful Letter FC2023/08844,18/07/2023
743990900,Hamilton,416.57,URGS Application Successful Letter FC2023/08845,18/07/2023
744380200,Hamilton,442.21,URGS Application Successful Letter FC2023/08848,18/07/2023
5205860350,Warrnambool,473.51,URGS Application Successful Letter FC2023/08849,18/07/2023
3007350200,Cobden,103,URGS Application Successful Letter FC2023/08851,18/07/2023
5207525525,Warrnambool,650,URGS Application Successful Letter FC2023/08853,18/07/2023
9332790100,Portland,NULL,URGS Application Successful Letter,27/07/2023
9331971800,Portland,116.89,URGS Application Successful Letter,27/07/2023
5205570350,Warrnambool,NULL,URGS Application Successful Letter,27/07/2023
9333550900,Portland,NULL,URGS Application Successful Letter,27/07/2023
441961100,Coleraine,NULL,URGS Application Successful Letter,27/07/2023
743601650,Hamilton,650,URGS successful letter issued FC2023/09619,2/08/2023
5210730200,Warrnambool,283.27,URGS Application Successful Letter - FC2023/09621,2/08/2023
9332650100,Portland,292.92,URGS Application Successful Letter FC2023/09622,2/08/2023
5207274100,Warrnambool,200,URGS Application Successful Letter - FC2023/09928,9/08/2023
9332500400,Portland,55.36,URGS Application Successful Letter FC2023/09930,9/08/2023
5211450330,Warrnambool,220.19,URGS Application Successful Letter - FC2023/09934,9/08/2023
5200110250,Warrnambool,NULL,URGS Application Successful Letter,16/08/2023
2004071000,Allansford,NULL,URGS Application Successful Letter,16/08/2023
9231310800,Port Fairy,NULL,URGS Application Successful Letter,18/08/2023
741600900,Hamilton,91.39,URGS Application Successful Letter FC2023/10813,28/08/2023
742340600,Hamilton,NULL,URGS Application Successful Letter,4/09/2023
3607941300,Mortlake,NULL,URGS Application Successful Letter,4/09/2023
444510350,Coleraine,NULL,URGS Application Successful Letter,4/09/2023
9333602050,Portland,NULL,URGS Application Successful Letter,4/09/2023
9230040600,Port Fairy,NULL,URGS Application Successful Letter,4/09/2023
9033830700,Dartmoor,NULL,URGS Application Successful Letter,4/09/2023
4800625950,Terang,52.92,URGS Application Successful Letter,4/09/2023
2206733150,Camperdown,NULL,URGS Application Successful Letter,4/09/2023
741910125,Hamilton,NULL,URGS Application Successful Letter,4/09/2023
841880200,Macarthur,NULL,URGS Application Successful Letter,4/09/2023
9132000600,Heywood,NULL,URGS Application Successful Letter,4/09/2023
5200083950,Warrnambool,NULL,URGS Application Successful Letter,4/09/2023
2202981150,Camperdown,591.21,URGS Application Successful Letter - $591.21,4/09/2023
743815850,Hamilton,142.97,URGS Application Successful Letter - FC2023/11519,11/09/2023
5200230100,Warrnambool,142.65,URGS Application Successful Letter - FC2023/11520,11/09/2023
5212670225,Warrnambool,115.74,URGS Application Successful Letter - FC2023/11521,11/09/2023
9232983750,Port Fairy,295.49,URGS Application Successful Letter - FC2023/11522,11/09/2023
2211380850,Camperdown,609.81,URGS Application Successful Letter - FC2023/11839,18/09/2023
5205570350,Warrnambool,139.1,URGS Application Successful Letter FC2023/11840,18/09/2023
5205860350,Warrnambool,176.49,URGS Application Successful Letter FC2023/11845,18/09/2023
5206940180,Warrnambool,403.02,URGS Application Successful Letter FC2023/11847,18/09/2023
5207742700,Warrnambool,126.05,URGS Application Successful Letter FC2023/11850,18/09/2023
5211450330,Warrnambool,17.57,URGS Application Successful Letter FC2023/11853,18/09/2023
9231310800,Port Fairy,216.74,URGS Application Successful Letter FC2023/11856,18/09/2023
9330300750,Portland,30,URGS Application Successful Letter FC2023/11857,18/09/2023
742540550,Hamilton,NULL,URGS Application Successful Letter,26/09/2023
742540550,Hamilton,NULL,URGS Application Successful Letter,26/09/2023
9330270100,Portland,NULL,URGS Application Successful Letter,26/09/2023
5203601150,Warrnambool,NULL,URGS Application Successful Letter,26/09/2023
3211330500,Koroit,NULL,URGS Application Successful Letter,26/09/2023
2202981150,Camperdown,58.79,URGS Application Successful Letter - $58.79,26/09/2023
741910125,Hamilton,NULL,URGS Application Successful Letter,26/09/2023
740410100,Hamilton,650,URGS Application Successful Letter FC2023/12470,3/10/2023
5215420010,Warrnambool,283.07,URGS Application Successful Letter FC2023/12471,3/10/2023
9132182550,Heywood,650,URGS Application Successful Letter FC2023/12476,3/10/2023
3202510800,Koroit,650,URGS Application Successful Letter,9/10/2023
9231311300,Port Fairy,371.58,URGS Application Successful Letter,9/10/2023
3211330500,Koroit,264.28,URGS Application Successful Letter,9/10/2023
5207902650,Warrnambool,NULL,URGS Application Successful Letter,16/10/2023
5210733700,Warrnambool,NULL,URGS Application Successful Letter,16/10/2023
9230040600,Port Fairy,65.36,URGS Application Successful Letter FC2023/13416,23/10/2023
2208151100,Camperdown,111.24,URGS successful letter issued FC2023/13887,31/10/2023
5210733700,Warrnambool,117.34,URGS Application Successful Letter FC2023/13069,31/10/2023
9330070900,Portland,206,URGS Application Successful Letter FC2023/13891,31/10/2023
5209650050,Warrnambool,126,URGS Application Successful Letter FC2023/13893,31/10/2023
940480050,Merino,650,URGS Application Successful Letter FC2023/13896,31/10/2023
