fk_financial_year,month,pk_porg,pk_account,pension_type_desc,amt_debit
201920,12,148669,10006646,Health Card,0
202021,12,63355,30021118,Social Security,0
202425,12,4047,10003946,Social Security,172.12
202021,12,86070,30036637,Social Security,0
202324,12,38084,10013656,Health Card,0
201718,12,81944,30032277,Social Security,0
201920,12,136183,30095593,Health Card,397.1
202223,12,95235,30047413,Social Security,0
202425,12,47558,30014923,Social Security,0
201718,12,135528,30082417,Social Security,0
202122,12,70303,30104488,Health Card,2184.81
202223,12,141450,30024078,Social Security,232.7
202324,12,60831,30110408,Health Card,0
201718,12,115101,30059829,Social Security,0
201718,12,32526,10001167,Social Security,0
202324,12,36481,10010086,Social Security,0
202021,12,4488,30082735,Social Security,3.58
202021,12,18152,10006306,Social Security,0
202223,12,109694,10021157,Social Security,525.63
201920,12,98028,30037860,Social Security,0
202223,12,10194,10010093,Social Security,241.7
201718,12,85921,30036488,Social Security,0
202021,12,125810,30100400,Social Security,14.62
201920,12,72357,30017486,Social Security,0
202021,12,149271,30097437,Health Card,168.12
202021,12,120792,10021652,Social Security,136.44
201819,12,97666,30059923,Health Card,0
202324,12,162526,30013350,Health Card,200.61
202021,12,83597,30089404,Social Security,2.69
202021,12,978,10000877,Social Security,0
201819,12,84914,30035472,Social Security,0
201920,12,109097,30090797,Social Security,145.85
202021,12,97367,30037282,Social Security,0
201718,12,124022,30070193,Social Security,0
202021,12,34122,10004847,Social Security,0
202324,12,113521,30111601,Veteran,0
202425,12,136954,30114765,Social Security,0
202223,12,5370,10005267,NULL,287.36
202122,12,154060,30031931,Social Security,0
201718,12,3019,10019284,Health Card,0
201718,12,87965,30038546,Social Security,202.46
202223,12,29116,10005990,Health Card,361.39
202324,12,158219,30107521,Health Card,183.68
202122,12,60540,30017878,Health Card,0
201920,12,142718,30037086,Social Security,174.63
201819,12,89574,30040156,Social Security,0
202021,12,112015,30066515,Health Card,0
201819,12,143355,30058447,Health Card,201.41
202324,12,106826,30068286,Social Security,200.02
201718,12,38084,10013656,Health Card,0
201819,12,87175,30037754,Social Security,213.47
202021,12,143038,30090081,Health Card,0
202021,12,18178,10018077,Social Security,0
202021,12,89621,30040203,Social Security,0
202425,12,135091,10001380,Health Card,0
202324,12,107920,30092292,Social Security,11.96
201920,12,117027,30092727,Social Security,0
202021,12,45226,10017874,Social Security,172.24
202425,12,146933,30034529,Social Security,0
201920,12,54036,30087465,Social Security,0
202223,12,35905,30075437,Social Security,0
201920,12,6236,10018296,Social Security,0
202223,12,136920,30037077,Social Security,179.43
202425,12,155125,30039433,Social Security,240.56
201718,12,55668,30088103,Health Card,5.15
201819,12,104561,30080401,Health Card,0
201819,12,69833,30069649,Health Card,0
202122,12,13855,10002859,Health Card,0
202122,12,35775,10008372,Health Card,0
202122,12,126389,30033507,Social Security,0
201718,12,129861,30076372,Social Security,72.46
202324,12,104004,10014965,Social Security,0
202021,12,137149,30093967,Social Security,0
202223,12,139324,30007845,Health Card,0
202425,12,149878,30037303,Health Card,213.01
202021,12,38640,10012588,Social Security,83.11
202324,12,83361,30109442,Social Security,33.95
202223,12,130840,30025593,Social Security,0
202425,12,87230,30037809,Social Security,204.25
201718,12,123166,30036031,Social Security,14.93
202324,12,27815,10011481,Social Security,0
202021,12,101005,30093215,Social Security,0
202122,12,110937,10007823,Social Security,314.2
201819,12,81000,30032022,Health Card,192.26
202021,12,100085,30039126,Social Security,0
202021,12,138881,30025431,Social Security,0
201819,12,117573,30062935,Social Security,39.05
202324,12,91410,30035951,Social Security,0
201718,12,43395,30012424,Social Security,0
202223,12,37017,10011203,Social Security,159
201819,12,37902,10013253,Social Security,0
202021,12,39243,10020392,Social Security,0
201819,12,19920,30006146,NULL,0
202223,12,131893,10013007,Health Card,0
202425,12,99463,30046815,Social Security,0
201718,12,18654,30038922,NULL,1262.17
201819,12,106572,30082797,Health Card,0
202425,12,139301,30099686,Health Card,0
202021,12,103927,30081361,Social Security,0
201718,12,36500,30061211,Social Security,0
201819,12,18654,30039299,NULL,12.32
202223,12,135451,30026195,Social Security,42.28
201718,12,100794,30037372,Social Security,218.2
201819,12,18165,10018064,Social Security,0
202122,12,89566,30040148,Social Security,0
201819,12,122798,30089736,Health Card,103.18
202122,12,5958,10000933,NULL,0
202324,12,117571,30062990,Social Security,0
201819,12,33085,10002434,Social Security,0
201920,12,99757,30081826,Social Security,0
202324,12,93898,10009970,Health Card,0
201718,12,61484,30013602,Social Security,216.69
202425,12,117357,30035242,Social Security,173.9
201718,12,25584,30000584,Social Security,0
202223,12,44261,30064892,Social Security,19.66
202425,12,37047,10011257,Social Security,172.36
202021,12,20513,10020553,Social Security,0
202223,12,85961,30036528,Social Security,26.5
202122,12,42100,30003942,Health Card,0
202425,12,27815,10011481,Social Security,0
202021,12,76413,30054923,Social Security,0
202223,12,4204,10004103,Social Security,0
202122,12,44620,30103913,Social Security,0
202425,12,85535,30090148,Health Card,155.26
201819,12,27926,30052034,Social Security,0
202425,12,117571,30062990,Social Security,0
202425,12,146741,10016902,Social Security,0
201718,12,127002,30082121,Social Security,0
202324,12,88327,30038909,Social Security,101.92
202425,12,129836,30039289,Social Security,51.7
201920,12,121365,30067260,Social Security,0
202021,12,91394,30038450,Health Card,101.33
202122,12,128972,30082189,Health Card,26.12
201920,12,115353,30094042,Social Security,0
202122,12,11341,10011240,Social Security,0
202122,12,11226,10002514,Social Security,0
201718,12,130257,30077132,Health Card,0
202122,12,47013,30007631,Health Card,2.74
202324,12,4623,30009961,Social Security,203.81
201718,12,113468,30083009,Health Card,24.51
201819,12,6236,10018296,Social Security,0
201819,12,28730,10002228,Social Security,0
201920,12,89707,30058508,Health Card,0
202122,12,129065,30091987,Social Security,53.5
202425,12,113331,30072027,Health Card,0
201920,12,19280,10019179,Social Security,0
201920,12,83128,30033523,Social Security,0
202122,12,140760,30087704,Social Security,0
202223,12,69983,30022152,Social Security,0
201819,12,134894,30033674,Social Security,257.96
202425,12,162651,10011878,Social Security,0
201718,12,86202,30036769,Social Security,0
202021,12,124852,30025451,Social Security,23.36
201718,12,108753,30018172,Social Security,0
201819,12,39574,10021399,Social Security,0
202021,12,127959,30035415,Social Security,0
201819,12,19920,10018286,NULL,232.14
201819,12,145751,30018284,Health Card,113.32
202223,12,142035,10013121,Social Security,161.93
201718,12,140925,30087914,Social Security,0
201920,12,100953,10018270,Health Card,259.41
202122,12,13737,10013636,Veteran,40.66
202223,12,118627,30109743,Social Security,137.43
202223,12,128641,30097763,Health Card,86.05
202425,12,53252,10005929,Health Card,0
202425,12,29915,30005140,Social Security,0
202122,12,36525,10010161,Health Card,0
202122,12,150469,30101085,Social Security,0
202223,12,86625,30037559,Health Card,389.6
201819,12,119177,30064690,Social Security,0
202425,12,153812,30102843,Health Card,0
201920,12,87535,30038114,Social Security,176.01
202122,12,152193,30106383,Health Card,0
201718,12,85651,30036218,Social Security,0
201718,12,130017,30085312,Social Security,13.4
201819,12,137109,30083906,Social Security,73.85
202425,12,166892,30033608,Health Card,491.69
201718,12,44850,10019031,Health Card,0
201920,12,88428,30035056,Health Card,0
202122,12,141450,30024078,Social Security,176.79
202122,12,112995,30032598,Health Card,0
202122,12,118135,30032783,Health Card,0
202324,12,10078,30035502,Health Card,298.01
201819,12,135490,30036668,Social Security,0
202021,12,127311,30036973,Social Security,0
201718,12,13006,10010490,Social Security,0
201718,12,29220,30057202,Social Security,0
202223,12,53396,10022508,Social Security,339.91
202021,12,138258,30085629,Health Card,0
202021,12,17505,10017404,Health Card,26.66
202324,12,53615,30023369,Social Security,0
202324,12,109543,30022383,Social Security,701.49
202425,12,151023,30022672,Social Security,173.35
202324,12,137095,30115037,Social Security,112.63
202425,12,45634,30100403,Social Security,0
202324,12,75749,30036336,Health Card,38.47
202021,12,122889,30100128,Social Security,226.09
202122,12,99886,30095445,Health Card,0
201819,12,75523,30044974,Health Card,0
202425,12,147035,30096988,Social Security,0
201819,12,103214,10002342,NULL,0
201718,12,103105,30050405,Social Security,0
202324,12,88721,30039303,Social Security,41.61
201920,12,8281,10009101,Social Security,0
202122,12,104471,30029267,Social Security,0
201718,12,121466,30011642,Health Card,0
201819,12,111038,30087917,Social Security,40
201718,12,117676,30038099,Health Card,233.95
201819,12,108895,30073698,Health Card,0
202122,12,47219,10014603,Social Security,298.11
202223,12,113773,30055629,Health Card,6186.82
202425,12,18216,10018115,Social Security,244.9
202425,12,97513,30022270,Social Security,0
201920,12,103211,30033050,Social Security,205.9
202324,12,97998,30108259,Health Card,0
202425,12,126943,30073375,Social Security,1.68
202425,12,104004,10014965,Social Security,0
201718,12,87217,30038098,Social Security,199.59
202021,12,131804,30036283,Health Card,10.87
201718,12,112706,30082895,Social Security,0
201920,12,19920,30006146,NULL,0
202122,12,124022,30070193,Social Security,0
202223,12,128972,30109650,Health Card,0
202324,12,104524,30112305,Social Security,0
202425,12,130308,30117787,Health Card,53.38
201819,12,89262,30034442,Social Security,176.85
201920,12,87175,30037754,Social Security,194.37
201718,12,82181,30032545,Social Security,244.97
202021,12,54257,30079695,Social Security,0
202324,12,111792,30092863,Social Security,22.33
202122,12,110705,30076573,Social Security,18.89
202324,12,155916,30105050,Social Security,7.87
201819,12,2550,10002449,Social Security,0
202425,12,35397,10004582,Social Security,0
201718,12,135976,30082770,Social Security,63.08
202223,12,145269,30093068,Social Security,0
201920,12,87031,30037610,Social Security,0
201718,12,121463,30067259,Social Security,0
202223,12,4985,10004884,Social Security,0
202324,12,25893,30054099,Social Security,0
202425,12,160625,30113350,Health Card,81.86
201819,12,60830,30022863,Social Security,0
202223,12,4671,10004570,Social Security,200.61
202021,12,82005,30093236,Social Security,0
202021,12,87450,30038029,Social Security,188.75
202122,12,52344,10019493,Social Security,0
202223,12,113154,30111026,Social Security,429.48
202425,12,84925,30031318,Social Security,214.74
201920,12,135977,30089221,Social Security,52.55
202021,12,37898,30005486,Social Security,158.93
202324,12,139301,30099686,Health Card,391.78
201718,12,12867,10012766,Health Card,251
201718,12,135370,30082111,Social Security,0
201819,12,98532,30046840,Health Card,76.53
201920,12,99473,30046839,Social Security,0
202021,12,129464,30091870,Social Security,0
201718,12,138689,30085510,Social Security,0
201819,12,34962,30007059,Social Security,151.4
201920,12,99795,10007685,Health Card,162.87
202122,12,63842,30021658,Social Security,0
202425,12,142665,30096897,Social Security,0
202122,12,25588,30000588,Social Security,0
201819,12,70982,30023237,Health Card,0
202223,12,88523,30039105,Social Security,0
201920,12,137655,30036893,Social Security,0
202324,12,92786,10006358,Health Card,0
201718,12,126754,30078249,Social Security,0
201920,12,16845,10016744,Social Security,0
202021,12,73751,30023575,Social Security,0
201819,12,19280,10019179,Social Security,77.93
201819,12,64652,30022596,Social Security,0
202324,12,46753,10005414,Social Security,0
202425,12,107920,30092292,Social Security,14.33
201920,12,85377,30035935,Social Security,167.1
202223,12,136580,30083293,Social Security,17.02
202425,12,154510,30112645,Health Card,251.43
202324,12,160402,30018041,Social Security,0
202122,12,4910,30047389,Social Security,0
201718,12,51588,30058906,Social Security,0
202425,12,84642,30035117,Social Security,40.82
202021,12,69176,30028790,Social Security,0
202425,12,164370,30031385,Social Security,251.6
202425,12,135478,30037467,NULL,0
201819,12,106816,30010618,Social Security,357.79
201819,12,138108,30018036,Health Card,0
202223,12,124805,30111719,Social Security,27.62
202223,12,68517,10002702,Social Security,0
202324,12,85302,30035860,Social Security,201.43
201819,12,136852,30083653,Social Security,1455.3
202223,12,35030,10006822,Social Security,0
202425,12,62066,30050516,Social Security,0
201920,12,102538,30049631,Social Security,0
202425,12,135809,30038022,Health Card,220.66
201718,12,16979,10012287,Social Security,207.92
201718,12,90142,30037997,Social Security,228.04
202425,12,64684,30096666,Health Card,0
202223,12,147266,30038074,Social Security,175.57
201718,12,115266,30070177,Social Security,0
201718,12,102902,30050183,Health Card,0
201920,12,12170,10012581,Social Security,132.99
201920,12,72704,30028638,Social Security,0
202223,12,122819,30068697,Social Security,30.21
202324,12,126162,30102451,Health Card,69.67
202425,12,96285,10009943,Social Security,0
202425,12,88428,30035056,Social Security,0
201718,12,85342,30035900,Social Security,289.54
202425,12,123561,30071982,Social Security,24.44
201718,12,18460,10018359,Social Security,0
202223,12,11028,10010927,Social Security,0
201819,12,122071,30067905,Social Security,0
201920,12,18338,10018237,NULL,161.6
202122,12,136895,30083725,Social Security,42.63
202324,12,141729,30097004,Social Security,0
201718,12,87280,30037859,Veteran,188.14
201819,12,87965,30038546,Social Security,189.6
202223,12,34211,10005045,Social Security,0
201920,12,110298,30083665,Social Security,21.84
201819,12,125382,30071713,Social Security,15.77
201718,12,125749,10012799,Health Card,284.17
201819,12,55122,10010260,Health Card,0
201920,12,49005,10015383,Health Card,0
202021,12,134890,30081713,Social Security,0
202021,12,18558,10018457,Social Security,186.59
201718,12,96815,30079837,Health Card,0
201819,12,117110,30062914,Health Card,172.77
202122,12,141404,30093163,Health Card,0
202021,12,49357,30076116,Health Card,0
201819,12,85315,10007960,Social Security,0
202324,12,85791,30039341,Social Security,88.23
202425,12,158896,30039445,Social Security,1274.72
202324,12,45634,30100403,Social Security,0
202324,12,139491,30108745,Social Security,0
202324,12,140625,10021928,Social Security,0
201920,12,119793,30078870,Health Card,14.48
202223,12,127538,30076527,Social Security,0
202324,12,146632,30021290,Social Security,0
202021,12,126743,30017180,Social Security,0
201819,12,113612,30070133,Health Card,0
201920,12,82891,30033273,Health Card,0
201819,12,140830,10004311,Social Security,17.13
202324,12,76659,10002486,Social Security,0
202425,12,160447,30110069,Social Security,96.65
201819,12,112337,30085800,Health Card,581.14
202021,12,9313,10009212,Social Security,171.97
202324,12,69584,30018641,Social Security,0
202122,12,134370,10006796,Health Card,0
202223,12,106412,30021120,Health Card,222.2
202425,12,36481,10010086,Social Security,0
201920,12,41595,30061337,Social Security,16.8
201920,12,84481,30097388,Health Card,3.14
202122,12,89668,30040250,Social Security,0
202021,12,102723,30004030,Social Security,206.42
202122,12,118228,30038008,Social Security,0
202122,12,106594,30072663,Social Security,0
202122,12,88020,30038537,Social Security,166.22
202223,12,124704,10000578,Social Security,0
201819,12,100380,30078160,Social Security,65.99
202425,12,119350,30116953,Social Security,231.4
202425,12,85353,30036284,NULL,9.84
201920,12,133347,30038876,Health Card,47.44
202324,12,22085,10021984,Social Security,147.03
202223,12,147102,30025065,Health Card,0
201819,12,125460,30023861,Social Security,7.54
201920,12,63948,30022673,Social Security,0
202021,12,29102,30012648,Social Security,27.3
202425,12,25718,30036735,Social Security,27
201920,12,47283,30008164,Health Card,233.59
201819,12,103214,10011091,NULL,0
202021,12,102721,30061515,Social Security,0
202021,12,137616,30084417,Health Card,0
202021,12,46435,30007009,Social Security,1.88
202021,12,138166,30085009,Health Card,0
202223,12,125060,30087130,Social Security,0
202324,12,137813,10010690,Veteran,0
201920,12,71589,30018268,Social Security,0
202122,12,122856,30032875,Social Security,302.03
202324,12,86444,30037017,Social Security,204.97
201718,12,135987,30082795,Health Card,0
202021,12,98894,30079447,Health Card,123.59
202223,12,143123,30050656,Health Card,469.79
202223,12,12470,10008645,Social Security,0
202425,12,122260,30068143,Social Security,17.54
201819,12,83378,30092070,Health Card,0
202021,12,110776,30056896,Social Security,60.49
202021,12,144988,30097669,Social Security,0
201920,12,135901,30082854,Social Security,0
201718,12,75097,30057553,Social Security,0
201819,12,12744,10012643,Social Security,165.55
201819,12,125566,10017789,Social Security,0
201920,12,121959,30067800,Health Card,6.55
202324,12,100840,30094886,Health Card,29.51
201920,12,25012,30000012,Social Security,0
201718,12,127698,30074128,Social Security,55.52
201920,12,36502,10008173,Health Card,0
202021,12,135909,30084528,Social Security,0
202122,12,154123,30039117,Social Security,0
202223,12,145241,10019094,NULL,2.24
202324,12,7838,10013366,Social Security,0
201819,12,47256,30008084,Social Security,4.48
202122,12,47372,10016694,Social Security,0
202223,12,115516,30038575,Social Security,185.09
201718,12,128598,30075089,Social Security,0
201718,12,66489,30024888,Health Card,0
201718,12,94978,30034440,Social Security,183.28
202021,12,119667,30038994,Social Security,29.69
202223,12,110892,30028841,Social Security,0
202425,12,8082,10007981,Health Card,0
202425,12,148762,10010955,Social Security,208.31
202324,12,149912,30038710,Social Security,124.23
202324,12,163353,30113708,Social Security,7.76
202021,12,91126,30034887,Social Security,0
202021,12,105889,30063191,Health Card,166.45
201718,12,27660,30002660,Social Security,0
201920,12,147855,30095656,Social Security,0
201718,12,26983,30078913,Social Security,528.72
202425,12,122430,30086357,Social Security,0
201718,12,132415,30035904,Health Card,318.73
201920,12,124190,30070401,Health Card,0
202324,12,51058,10006083,NULL,0
202324,12,143819,30091110,Health Card,11.83
201819,12,87255,30037834,Social Security,159.95
201718,12,117746,30077155,Health Card,0
202324,12,116868,30031640,Social Security,78.9
201819,12,47521,30005536,Social Security,0
202425,12,87524,30038103,Health Card,213
201718,12,98510,10016201,Social Security,1124.33
201718,12,124733,30071060,Health Card,21.55
201819,12,12470,10012369,Social Security,0
202021,12,66869,30025415,Social Security,0
201718,12,127538,30076527,Social Security,0
201819,12,106867,30080147,Health Card,11.86
201819,12,68780,30037877,Social Security,25.23
201718,12,99757,30081826,Social Security,0
201718,12,14481,10020378,NULL,9.53
201819,12,29734,10014511,Social Security,235.75
202223,12,68500,30025054,Health Card,0
202324,12,132255,30078767,Social Security,0
201718,12,37953,10013333,Social Security,189.36
202021,12,583,10000482,Social Security,0
202122,12,115561,30061331,Social Security,10.04
202122,12,140130,30039391,Social Security,63.95
202324,12,83446,30033866,Social Security,0
201718,12,34739,10009548,Health Card,26.4
202425,12,145911,30111011,Social Security,0
202021,12,89584,30032257,Health Card,214.05
202324,12,129549,30112326,Health Card,0
201819,12,121872,30081900,Social Security,0
201819,12,112126,30035879,Social Security,192.26
202122,12,29180,30012508,Social Security,0
201920,12,53616,10015546,Social Security,0
201920,12,103071,30084188,Social Security,363.98
202021,12,133794,30036376,Social Security,47.53
202122,12,87102,30037681,NULL,9.16
202425,12,85873,30036440,Veteran,47.62
202324,12,37162,30006154,Social Security,0
201718,12,113794,30034530,Health Card,271.71
201718,12,131390,30088969,Health Card,0
201718,12,89670,30040252,Social Security,0
201718,12,46628,10015935,Social Security,169.06
201819,12,138835,30085644,Health Card,0
201819,12,102970,30026451,Health Card,0
202324,12,148557,30036653,Social Security,748.36
202425,12,25589,10008232,Health Card,579.49
201819,12,80003,30036020,NULL,0
202425,12,75978,30051829,Social Security,0
202425,12,93480,30104231,Social Security,423.49
202021,12,96563,10017316,Social Security,0
201920,12,106145,30083040,Social Security,0
201819,12,104177,30051339,Social Security,4.82
201920,12,141449,10002578,Social Security,0
202425,12,118331,30034421,Social Security,389.15
202021,12,25082,10022173,Social Security,0
202223,12,51815,10014626,Health Card,0
202324,12,89605,30040187,Social Security,0
201718,12,18119,10018018,Social Security,182.18
202425,12,96039,30046030,Social Security,0
201920,12,85342,30035900,Social Security,262.11
202122,12,103958,30034667,Social Security,0
201920,12,25921,30000921,Social Security,0
202324,12,26105,30099056,Social Security,0
201718,12,94516,30053129,Health Card,233.49
201819,12,26145,30001145,Social Security,0
202324,12,36257,10009588,Social Security,0
202122,12,48517,10020019,Health Card,187.18
202122,12,86151,30036718,Social Security,21.82
202122,12,38841,10007660,Social Security,173.73
202324,12,39891,10022247,Health Card,0
202425,12,39623,10021532,Social Security,0
202223,12,42146,10018963,Health Card,125.98
202122,12,43395,30012424,Social Security,0
202021,12,151906,30100523,Health Card,20.18
202425,12,26285,30001285,Social Security,0
202021,12,46605,30007070,Social Security,0
202425,12,970,10000869,Social Security,0
202425,12,54048,30078523,Social Security,0
202122,12,122187,30095812,Health Card,59.71
202223,12,89412,30036264,Health Card,46.28
202021,12,135732,30085355,Social Security,488.81
202021,12,80003,30036018,NULL,2639
201819,12,110032,30089373,Social Security,33.48
201718,12,128196,10020668,Health Card,125.33
202324,12,130815,30037047,Social Security,212.21
202223,12,118466,30087276,Social Security,24.11
202223,12,90696,30036831,Health Card,45.94
202324,12,133129,30057605,Health Card,207.88
201920,12,135468,30082256,Social Security,0
201920,12,48976,30067831,Social Security,16.04
202223,12,127473,10018441,Social Security,150.2
202324,12,111259,30103961,Health Card,0
201718,12,13158,10013057,Social Security,170.8
201718,12,39583,10022006,Social Security,109.13
201920,12,54579,30066015,Social Security,2.85
201920,12,98489,30097479,Social Security,1304.38
202223,12,145762,30039297,Health Card,0
202021,12,127294,10019808,Social Security,132.18
202223,12,73592,30103520,Health Card,0
201819,12,45534,30013613,Social Security,0
202223,12,64863,30022819,Social Security,0
202324,12,135423,30090052,Social Security,142.86
202425,12,156957,30106073,Social Security,0
201920,12,134348,30095041,Social Security,0
202324,12,17559,10017458,NULL,2.44
202021,12,52451,30099718,Social Security,501.59
202223,12,116920,30039654,Social Security,0
202223,12,72704,30028638,Social Security,0
201920,12,2415,30007791,Social Security,24.03
202223,12,114235,10014254,NULL,161.32
202425,12,159784,30109216,Social Security,20.35
202021,12,139449,30086392,Social Security,83.78
202324,12,137518,30085593,Social Security,0
201819,12,18650,10018549,NULL,0
201920,12,31027,30065178,Social Security,7.71
201819,12,115545,30028055,Social Security,0
201819,12,69144,30028730,Social Security,0
202223,12,137148,30004320,Social Security,0
201920,12,85353,30035911,NULL,166.39
201819,12,89403,30036014,Social Security,170.93
202021,12,87821,30038400,Social Security,0
202122,12,140662,30087515,Health Card,12.98
202324,12,114304,30113401,Social Security,43.61
202425,12,86070,30036637,Social Security,0
201718,12,104368,30037561,Social Security,86.32
202425,12,166175,30117560,Health Card,61.44
202425,12,92029,30037644,Social Security,185.37
202021,12,19920,30041694,NULL,0
201718,12,91741,30038520,Social Security,211.05
201920,12,22466,10022365,Social Security,0
202425,12,149503,10016928,Social Security,0
202425,12,89018,30098633,Social Security,0
201718,12,93984,10007088,Social Security,0.63
202425,12,50835,30115684,Health Card,0
201718,12,98074,30082945,Social Security,1046.43
202425,12,92593,30038220,Social Security,196.6
201920,12,82906,30033290,Social Security,0
201718,12,15935,10021086,Social Security,4.44
201920,12,87892,30038473,Health Card,167.72
201718,12,4645,10004544,Social Security,0
202425,12,33170,30040683,Social Security,9.27
201920,12,121014,30066821,Social Security,0
202122,12,119774,30101760,Social Security,24.34
202223,12,71869,30024690,Social Security,0
201920,12,33085,10002434,Social Security,0
202021,12,67069,30025640,Social Security,0
202122,12,134997,30090448,Social Security,0
202324,12,148239,30105228,Health Card,194.39
202425,12,119536,30065091,Social Security,0
201819,12,25998,30000998,Social Security,1.3
202223,12,63202,30020946,Social Security,0
202324,12,118956,30099355,Social Security,15.15
202021,12,60824,30017622,Social Security,0
202223,12,51939,10013567,Social Security,0
202021,12,106404,30041911,Social Security,0
202021,12,142073,30088954,Social Security,13.21
202122,12,118885,30038735,Social Security,168.05
202223,12,155071,30033356,Social Security,170.71
202425,12,69380,30029212,Social Security,0
201718,12,114225,30070237,Health Card,0
202122,12,7040,10006939,Health Card,0
202223,12,109969,30033848,Social Security,0
202122,12,120598,30020759,Social Security,0
202021,12,122870,30085140,Social Security,0
202425,12,129211,30075687,Health Card,0
202021,12,91595,30036921,Social Security,193.34
202425,12,133385,30099099,Health Card,375.9
202425,12,91144,30038100,Social Security,227.4
202425,12,160981,30110774,Health Card,159.13
202122,12,117127,30090514,Health Card,0
202122,12,16845,10016744,Social Security,0
202223,12,143913,10021413,Social Security,0
202021,12,33066,10002406,Social Security,0
202021,12,4505,10003720,Health Card,0
202223,12,44830,30110289,Social Security,0
201819,12,48769,30071365,Social Security,6.57
201718,12,106795,30088305,Social Security,38.96
201920,12,62795,30020488,Veteran,0
202324,12,86274,30036841,Social Security,54.22
201718,12,13044,10012943,Social Security,169.28
202324,12,124589,30095551,Social Security,0
202425,12,145714,30032485,Social Security,0
202021,12,136412,30083160,Social Security,0
202021,12,68762,30028163,Social Security,0
202122,12,117894,30085122,Health Card,0
201920,12,68387,30027565,Social Security,0
202223,12,158329,30107674,Health Card,11.68
202122,12,49989,30011587,Social Security,0
202223,12,157523,30032913,Health Card,185.42
202425,12,109639,30099722,Social Security,401.89
202324,12,117487,30099519,Social Security,1181.85
202122,12,2441,10003036,Health Card,0
202223,12,70241,30027658,Social Security,34.72
202425,12,117052,30111530,Social Security,0
201920,12,16890,10016789,Social Security,0
202425,12,103920,10019611,Social Security,357.77
202122,12,123312,30085320,Social Security,0
202223,12,110308,30056189,Health Card,0
201920,12,96234,30092992,Health Card,197.22
202425,12,126953,30036724,Health Card,112.03
201718,12,89734,30057661,Social Security,0
201718,12,135710,30087679,Health Card,44.23
201819,12,88721,30039303,Social Security,0
201920,12,28872,10018048,Social Security,0
201920,12,123808,30038418,Health Card,0
202021,12,82875,30033254,Social Security,0
201718,12,94797,30042763,Social Security,0
201920,12,89308,30033651,Health Card,0
201920,12,144993,30035629,Social Security,0
201920,12,101805,30019769,Social Security,0
202021,12,84138,30034604,Health Card,0
202122,12,107493,10010821,Social Security,0
201718,12,127537,30073942,Social Security,0
202122,12,91004,30106358,Health Card,0
202324,12,2131,10013601,Social Security,0
201920,12,122992,30093304,Health Card,31.47
201819,12,89483,30040065,Social Security,0
202021,12,123331,30033235,Health Card,0
201920,12,53814,30098172,Social Security,0
201920,12,55285,30084336,Social Security,0
202021,12,83628,30034067,Social Security,0
202223,12,106893,10014669,Health Card,22.09
201718,12,25307,30047866,Social Security,0
202223,12,119178,30087788,Social Security,20.46
202122,12,117809,30105622,Health Card,0
202223,12,137109,30102964,Social Security,0
202021,12,136304,30040177,Health Card,0
202021,12,152400,30037428,Health Card,191.8
201718,12,128974,30075484,Health Card,0
202021,12,124230,30070408,Social Security,63.45
201718,12,137814,30086875,Social Security,71.5
201819,12,105608,30073422,Social Security,965.45
202122,12,109531,30034613,Social Security,213.3
202223,12,160832,30110577,Social Security,0
201819,12,116878,30063169,Social Security,0
201819,12,88536,30048459,Social Security,0
202223,12,127266,30076470,Social Security,0
201718,12,124672,30072638,Social Security,0
201718,12,141110,30089374,Health Card,0
202122,12,26003,30074528,Social Security,8.54
202324,12,72886,30017735,Social Security,0
201920,12,90738,30036684,Social Security,0
202021,12,109690,10018010,Health Card,0
202122,12,46264,10002382,Social Security,0
202425,12,63491,30021258,Health Card,272.11
201920,12,72971,30022085,Health Card,29.49
202122,12,88085,30038666,Health Card,0
202324,12,137802,30097390,Social Security,0
202122,12,72428,30028157,Health Card,0
202324,12,33722,10003891,Social Security,0
201920,12,119178,30087788,Social Security,134.07
202223,12,91870,30033822,Social Security,0
202021,12,89481,30040063,Social Security,0
201920,12,124688,30096097,Health Card,6.55
201819,12,145916,30038048,Social Security,169.58
202021,12,25725,30000729,Social Security,0
201819,12,122187,30091830,Health Card,0
201718,12,102240,30019790,Social Security,0
201819,12,26339,30075141,Social Security,1.95
202324,12,89719,30040301,Social Security,0
201819,12,87609,30038282,Social Security,193.23
202324,12,129330,30115121,Health Card,97.11
201819,12,127773,30078625,Social Security,0
202324,12,74235,30029451,Social Security,0
202324,12,81283,30030884,Health Card,0
201819,12,128154,30074601,Social Security,18.41
202223,12,135983,30096726,Social Security,0
201819,12,27945,30086996,Social Security,58.78
201819,12,139864,30036909,Health Card,213.47
202122,12,87706,30038285,Social Security,170.65
201920,12,83830,30034286,Social Security,0
201718,12,110233,30056412,Social Security,0
201819,12,88490,30038101,Social Security,293.92
202425,12,143958,30105594,Social Security,0
202425,12,109746,30115331,Health Card,0
202021,12,96597,30035035,Health Card,0
201718,12,103100,30074311,Health Card,1.71
202122,12,123391,30069424,Social Security,0
202223,12,119581,30065151,Social Security,0
202223,12,25014,30000014,Social Security,0
201718,12,73110,30018330,Social Security,2.99
201920,12,11451,10011350,Social Security,160.12
202021,12,93008,30035437,Social Security,0
202324,12,154866,30103983,Social Security,0
202122,12,52087,30058085,Health Card,146.52
201819,12,8337,30008466,Health Card,0
202021,12,118741,30036564,Social Security,26.53
