pk_district,pk_account,description
7,30105230,Hamilton
32,30079729,Koroit
62,10014232,Terang Water Works
52,10001636,Warrnambool
92,30019390,Port Fairy
7,30030400,Hamilton
36,10019782,Mortlake
52,30109719,Warrnambool
52,10012519,Warrnambool
7,30033348,Hamilton
52,10001839,Warrnambool
22,30048458,Camperdown
52,30117797,Warrnambool
52,10004441,Warrnambool
52,30089387,Warrnambool
52,30112201,Warrnambool
52,30046745,Warrnambool
93,30027910,Portland
52,30120399,Warrnambool
7,30030460,Hamilton
36,10019699,Mortlake
93,30060296,Portland
52,10012579,Warrnambool
52,10009691,Warrnambool
52,10009977,Warrnambool
52,10002383,Warrnambool
24,10016296,Camperdown Rural
93,30024962,Portland
36,10019215,Mortlake
90,30042266,Dartmoor
52,30004504,Warrnambool
11,30038876,Sandford
52,10001553,Warrnambool
32,30065995,Koroit
52,30120685,Warrnambool
52,10001696,Warrnambool
52,30113031,Warrnambool
52,10007089,Warrnambool
52,30112404,Warrnambool
7,30046736,Hamilton
40,10017636,Peterborough
50,30119534,Timboon
52,30115776,Warrnambool
1,30037660,Balmoral
92,30098677,Port Fairy
52,10012436,Warrnambool
92,30019473,Port Fairy
40,30104036,Peterborough
93,30025105,Portland
93,30025995,Portland
52,10005128,Warrnambool
52,30112888,Warrnambool
52,10004238,Warrnambool
52,30014677,Warrnambool
7,30033265,Hamilton
93,30023047,Portland
52,30004421,Warrnambool
7,30033251,Hamilton
52,10004607,Warrnambool
93,30028514,Portland
52,10007292,Warrnambool
4,30080558,Coleraine
52,30112367,Warrnambool
36,10019819,Mortlake
1,30037600,Balmoral
40,10017493,Peterborough
52,10006923,Warrnambool
36,10019298,Mortlake
46,10015936,Simpson
93,30057067,Portland
52,10002240,Warrnambool
52,30120459,Warrnambool
52,10004547,Warrnambool
52,10007126,Warrnambool
92,30058743,Port Fairy
36,10019759,Mortlake
52,10012496,Warrnambool
52,10009751,Warrnambool
22,30088618,Camperdown
52,30054136,Warrnambool
93,30022881,Portland
40,10017553,Peterborough
7,30096889,Hamilton
40,10017696,Peterborough
30,30112602,Cobden Urban
93,30023250,Portland
52,10006983,Warrnambool
52,30109742,Warrnambool
52,30059280,Warrnambool
52,30113091,Warrnambool
7,30030580,Hamilton
52,30110323,Warrnambool
93,30025626,Portland
52,10004404,Warrnambool
52,30102314,Warrnambool
52,10001862,Warrnambool
91,30119494,Heywood
52,30059649,Warrnambool
92,30069580,Port Fairy
36,10019676,Mortlake
52,30104916,Warrnambool
52,10002300,Warrnambool
36,10019238,Mortlake
52,10004464,Warrnambool
93,30028371,Portland
52,10002360,Warrnambool
52,10012556,Warrnambool
52,10007006,Warrnambool
36,10019616,Mortlake
32,30065958,Koroit
52,10001779,Warrnambool
93,30027933,Portland
52,10009608,Warrnambool
7,30030437,Hamilton
52,30109682,Warrnambool
52,30091182,Warrnambool
52,10004524,Warrnambool
52,30115753,Warrnambool
7,30054224,Hamilton
52,10001922,Warrnambool
11,30096729,Sandford
52,10004321,Warrnambool
93,30060333,Portland
11,30038899,Sandford
7,30030497,Hamilton
48,30095779,Terang
93,30022964,Portland
52,30117917,Warrnambool
52,10001719,Warrnambool
52,30120316,Warrnambool
52,30120519,Warrnambool
40,10017613,Peterborough
52,30046708,Warrnambool
7,30094430,Hamilton
52,30057199,Warrnambool
52,10007066,Warrnambool
24,10016462,Camperdown Rural
52,30094319,Warrnambool
92,30043523,Port Fairy
7,30030709,Hamilton
92,30019404,Port Fairy
52,30088746,Warrnambool
92,30029752,Port Fairy
20,10015164,Allansford
24,10016047,Camperdown Rural
52,10007255,Warrnambool
52,10012828,Warrnambool
52,10002157,Warrnambool
52,30118023,Warrnambool
36,10019381,Mortlake
36,30010951,Mortlake
1,30037683,Balmoral
20,10015224,Allansford
7,30033182,Hamilton
93,30022918,Portland
40,10017470,Peterborough
92,30019556,Port Fairy
52,10012353,Warrnambool
7,30033334,Hamilton
93,30022978,Portland
1,30037623,Balmoral
7,30030649,Hamilton
36,10019533,Mortlake
91,30116726,Heywood
52,30075450,Warrnambool
22,10022407,Camperdown
52,10012768,Warrnambool
52,30009436,Warrnambool
52,10007315,Warrnambool
7,30033394,Hamilton
24,10016107,Camperdown Rural
52,10002217,Warrnambool
7,30035747,Hamilton
52,10004570,Warrnambool
40,10017530,Peterborough
92,30019759,Port Fairy
52,10010143,Warrnambool
7,30030769,Hamilton
36,10019321,Mortlake
7,30032979,Hamilton
30,30070232,Cobden Urban
52,30112925,Warrnambool
7,30033122,Hamilton
92,30019344,Port Fairy
52,10007375,Warrnambool
36,10019593,Mortlake
2,30082207,Casterton
36,10019736,Mortlake
52,10001802,Warrnambool
52,10002005,Warrnambool
7,30033537,Hamilton
7,30115117,Hamilton
93,30028228,Portland
52,30086001,Warrnambool
32,30106284,Koroit
52,10009940,Warrnambool
93,30027813,Portland
1,30037743,Balmoral
52,30070140,Warrnambool
7,30033062,Hamilton
93,30028348,Portland
52,10001885,Warrnambool
52,30059672,Warrnambool
36,10019653,Mortlake
52,30017076,Warrnambool
93,30025746,Portland
52,10004487,Warrnambool
52,30078218,Warrnambool
24,10016190,Camperdown Rural
52,10012685,Warrnambool
93,30113171,Portland
7,30035664,Hamilton
52,30085918,Warrnambool
52,10010023,Warrnambool
24,10016250,Camperdown Rural
92,30019616,Port Fairy
7,30030852,Hamilton
52,10012293,Warrnambool
7,30030566,Hamilton
22,10022490,Camperdown
62,10014610,Terang Water Works
93,30028431,Portland
52,10002277,Warrnambool
52,10010083,Warrnambool
52,30115135,Warrnambool
93,30025686,Portland
48,30114053,Terang
52,10001945,Warrnambool
44,10017428,Purnim
52,30070080,Warrnambool
52,10001742,Warrnambool
36,10019261,Mortlake
52,10004690,Warrnambool
90,30042017,Dartmoor
36,10019464,Mortlake
93,30025543,Portland
92,30112305,Port Fairy
93,30028288,Portland
7,30033454,Hamilton
92,30019676,Port Fairy
92,30019284,Port Fairy
52,10012625,Warrnambool
24,10016439,Camperdown Rural
92,30019427,Port Fairy
83,10013848,Cobden Water Works
52,10009857,Warrnambool
1,30037706,Balmoral
52,30072848,Warrnambool
52,10007232,Warrnambool
93,30025580,Portland
52,10004713,Warrnambool
52,30117986,Warrnambool
7,30033205,Hamilton
93,30022895,Portland
20,10015247,Allansford
7,30030626,Hamilton
52,10007338,Warrnambool
52,30056927,Warrnambool
7,30033311,Hamilton
93,30023001,Portland
93,30028145,Portland
36,10019404,Mortlake
52,10004653,Warrnambool
52,10012376,Warrnambool
52,30004375,Warrnambool
7,30033371,Hamilton
24,10016130,Camperdown Rural
52,10004593,Warrnambool
52,10007172,Warrnambool
52,30112533,Warrnambool
46,10015982,Simpson
52,30109954,Warrnambool
52,10012542,Warrnambool
52,10004773,Warrnambool
52,10012745,Warrnambool
36,10019713,Mortlake
7,30033145,Hamilton
42,30062868,Port Campbell
52,10007541,Warrnambool
92,30019367,Port Fairy
52,10007398,Warrnambool
52,30104810,Warrnambool
93,30025460,Portland
52,10009917,Warrnambool
93,30023061,Portland
36,10019344,Mortlake
52,10002028,Warrnambool
92,30019593,Port Fairy
5,30058687,Dunkeld
93,30113088,Portland
5,30045451,Dunkeld
36,10019570,Mortlake
90,30041911,Dartmoor
52,10001825,Warrnambool
90,30057749,Dartmoor
93,30022835,Portland
92,30030001,Port Fairy
52,10001908,Warrnambool
52,30059695,Warrnambool
36,10019630,Mortlake
52,30117820,Warrnambool
32,30052971,Koroit
7,30030483,Hamilton
7,30117908,Hamilton
52,30004149,Warrnambool
52,30107472,Warrnambool
24,10016213,Camperdown Rural
7,30033431,Hamilton
52,30120422,Warrnambool
93,30120894,Portland
52,10004856,Warrnambool
52,10010060,Warrnambool
52,30107412,Warrnambool
52,10010000,Warrnambool
48,10016558,Terang
52,10001968,Warrnambool
7,30115366,Hamilton
52,10012662,Warrnambool
22,30040735,Camperdown
7,30030543,Hamilton
52,30110074,Warrnambool
93,30025663,Portland
93,30025377,Portland
52,30091574,Warrnambool
62,10014384,Terang Water Works
93,30028265,Portland
52,30083685,Warrnambool
1,30037646,Balmoral
7,30107274,Hamilton
36,10019487,Mortlake
93,30078584,Portland
92,30019307,Port Fairy
52,30014640,Warrnambool
7,30035830,Hamilton
52,30117963,Warrnambool
52,10012602,Warrnambool
7,30115223,Hamilton
52,10002111,Warrnambool
44,10017451,Purnim
7,30030686,Hamilton
52,10007458,Warrnambool
52,10008882,Warrnambool
52,10013058,Warrnambool
93,30025343,Portland
7,30031953,Hamilton
22,30113526,Camperdown
52,30102026,Warrnambool
93,30027461,Portland
92,30050385,Port Fairy
7,30065421,Hamilton
52,10010940,Warrnambool
30,10016316,Cobden Urban
52,10005089,Warrnambool
52,10001176,Warrnambool
36,30120461,Mortlake
52,10007087,Warrnambool
52,10005029,Warrnambool
52,10008942,Warrnambool
91,30018315,Heywood
52,30118024,Warrnambool
93,30057076,Portland
52,10002971,Warrnambool
30,10016376,Cobden Urban
7,30099152,Hamilton
52,10011000,Warrnambool
52,30098113,Warrnambool
93,30023345,Portland
52,10004969,Warrnambool
34,10018790,Lismore & Derrinallum
22,10022380,Camperdown
52,30119879,Warrnambool
52,10012795,Warrnambool
93,30116366,Portland
52,30113968,Warrnambool
7,30033951,Hamilton
52,10003031,Warrnambool
93,30021430,Portland
36,10019491,Mortlake
83,10014330,Cobden Water Works
7,30033748,Hamilton
6,30036323,Glenthompson
52,30098233,Warrnambool
42,30119076,Port Campbell
52,30120022,Warrnambool
91,30018195,Heywood
52,10009085,Warrnambool
92,30020770,Port Fairy
93,30023548,Portland
52,10001033,Warrnambool
52,10001056,Warrnambool
52,30115763,Warrnambool
92,30018832,Port Fairy
52,30119962,Warrnambool
93,30025546,Portland
20,10014284,Allansford
26,10017848,Caramut
48,30012520,Terang
52,30108140,Warrnambool
22,30042294,Camperdown
7,30112972,Hamilton
34,10018873,Lismore & Derrinallum
52,10006967,Warrnambool
40,30120253,Peterborough
22,30115381,Camperdown
52,30117844,Warrnambool
52,30001239,Warrnambool
93,30023488,Portland
8,30039345,Macarthur
52,30088206,Warrnambool
93,30023428,Portland
52,10012878,Warrnambool
42,10020044,Port Campbell
22,10022297,Camperdown
36,10019431,Mortlake
34,10018813,Lismore & Derrinallum
92,30020913,Port Fairy
93,30025463,Portland
7,30033891,Hamilton
52,30080260,Warrnambool
93,30025260,Portland
7,30043692,Hamilton
52,10006884,Warrnambool
52,30062587,Warrnambool
52,10001116,Warrnambool
52,10000973,Warrnambool
7,30033831,Hamilton
92,30020853,Port Fairy
52,10002888,Warrnambool
42,10019984,Port Campbell
52,10012938,Warrnambool
52,10009002,Warrnambool
93,30027378,Portland
32,30116192,Koroit
52,30062444,Warrnambool
93,30029339,Portland
8,30039285,Macarthur
22,10022440,Camperdown
93,30025403,Portland
93,30021467,Portland
22,10022237,Camperdown
52,30016891,Warrnambool
52,30088146,Warrnambool
7,30120798,Hamilton
52,30102086,Warrnambool
52,30106022,Warrnambool
52,30042796,Warrnambool
34,10018670,Lismore & Derrinallum
52,10007027,Warrnambool
93,30110598,Portland
7,30031870,Hamilton
52,10003091,Warrnambool
7,30116862,Hamilton
52,30114051,Warrnambool
92,30018892,Port Fairy
38,10015484,Noorat & Glenormiston
32,30112113,Koroit
91,30018278,Heywood
93,30023631,Portland
12,30065850,Tarrington
7,30035829,Hamilton
52,30082152,Warrnambool
52,10005052,Warrnambool
84,10013896,Camperdown Water Works
42,10019878,Port Campbell
7,30031930,Hamilton
20,30099625,Allansford
93,30057099,Portland
22,10022463,Camperdown
42,30006430,Port Campbell
52,10000890,Warrnambool
52,30115883,Warrnambool
52,30068641,Warrnambool
93,30027424,Portland
52,10006801,Warrnambool
2,30094234,Casterton
52,10010977,Warrnambool
93,30100548,Portland
52,10008965,Warrnambool
52,30111767,Warrnambool
52,30092225,Warrnambool
52,30072388,Warrnambool
7,30113009,Hamilton
36,30110600,Mortlake
52,10003054,Warrnambool
93,30029482,Portland
52,10012975,Warrnambool
93,30027318,Portland
52,30113991,Warrnambool
48,30052305,Terang
42,30118873,Port Campbell
7,30033725,Hamilton
92,30018998,Port Fairy
34,10018956,Lismore & Derrinallum
52,30111970,Warrnambool
34,10018753,Lismore & Derrinallum
52,10003197,Warrnambool
7,30033928,Hamilton
52,10009108,Warrnambool
52,10006921,Warrnambool
93,30027484,Portland
92,30018855,Port Fairy
7,30033868,Hamilton
52,10001010,Warrnambool
93,30027258,Portland
4,30037560,Coleraine
52,10006944,Warrnambool
52,10012855,Warrnambool
42,10020021,Port Campbell
22,10022320,Camperdown
52,30046815,Warrnambool
52,10003174,Warrnambool
52,10009025,Warrnambool
93,30023511,Portland
52,30090430,Warrnambool
52,30117821,Warrnambool
92,30020936,Port Fairy
6,30036300,Glenthompson
52,30005355,Warrnambool
52,10001093,Warrnambool
93,30027341,Portland
93,30021347,Portland
93,30021633,Portland
52,10012772,Warrnambool
22,10022403,Camperdown
93,30027544,Portland
52,10009168,Warrnambool
7,30031847,Hamilton
34,10018836,Lismore & Derrinallum
52,10003257,Warrnambool
62,10014073,Terang Water Works
42,10019961,Port Campbell
7,30045833,Hamilton
7,30033808,Hamilton
30,10014152,Cobden Urban
52,10006861,Warrnambool
7,30034011,Hamilton
52,10007004,Warrnambool
52,10003114,Warrnambool
52,30115800,Warrnambool
22,30073741,Camperdown
52,10000950,Warrnambool
7,30107038,Hamilton
10,30091176,Penshurst
52,30011206,Warrnambool
92,30048553,Port Fairy
93,30021490,Portland
8,30039308,Macarthur
52,10013104,Warrnambool
52,10007193,Warrnambool
52,30106248,Warrnambool
93,30025297,Portland
93,30023239,Portland
93,30120468,Portland
7,30034117,Hamilton
12,30114924,Tarrington
92,30073983,Port Fairy
52,30118070,Warrnambool
52,30119713,Warrnambool
32,30015368,Koroit
7,30035760,Hamilton
93,30021536,Portland
38,10015507,Noorat & Glenormiston
52,10001222,Warrnambool
22,30071720,Camperdown
52,30064751,Warrnambool
92,30018666,Port Fairy
52,30068664,Warrnambool
52,10002865,Warrnambool
52,30101920,Warrnambool
52,10001282,Warrnambool
93,30040972,Portland
52,30115860,Warrnambool
52,10008836,Warrnambool
52,10013164,Warrnambool
52,30113802,Warrnambool
91,30017946,Heywood
93,30023299,Portland
52,30113742,Warrnambool
52,30048601,Warrnambool
52,30078216,Warrnambool
52,30040572,Warrnambool
52,30005046,Warrnambool
91,30018149,Heywood
52,10008896,Warrnambool
34,10018979,Lismore & Derrinallum
2,30038631,Casterton
93,30029210,Portland
52,10008716,Warrnambool
93,30023179,Portland
92,30078311,Port Fairy
52,10002805,Warrnambool
93,30029625,Portland
92,30018606,Port Fairy
52,10013044,Warrnambool
22,10022131,Camperdown
93,30021596,Portland
11,30042642,Sandford
7,30035700,Hamilton
2,30038834,Casterton
2,30100002,Casterton
6,30036360,Glenthompson
93,30094886,Portland
92,30119891,Port Fairy
93,30021716,Portland
52,30078156,Warrnambool
38,30060708,Noorat & Glenormiston
93,30025154,Portland
22,10022191,Camperdown
93,30027627,Portland
30,10016482,Cobden Urban
6,30036277,Glenthompson
34,10018919,Lismore & Derrinallum
52,30046483,Warrnambool
7,30035557,Hamilton
26,10017802,Caramut
2,30038691,Casterton
52,10001365,Warrnambool
8,30108233,Macarthur
93,30027567,Portland
48,30099879,Terang
93,30025214,Portland
52,10007276,Warrnambool
52,30046686,Warrnambool
50,30104513,Timboon
93,30021656,Portland
52,10008753,Warrnambool
2,30038751,Casterton
93,30023096,Portland
36,30065333,Mortlake
93,30118673,Portland
52,30070662,Warrnambool
52,30115777,Warrnambool
7,30035617,Hamilton
52,30112076,Warrnambool
14,30037578,Konongwootong Pipeline
91,30018089,Heywood
92,30018689,Port Fairy
7,30034034,Hamilton
52,30113862,Warrnambool
52,30056925,Warrnambool
30,10016339,Cobden Urban
93,30029542,Portland
52,10001162,Warrnambool
52,10008859,Warrnambool
52,30056805,Warrnambool
52,10013081,Warrnambool
52,30107914,Warrnambool
91,30018232,Heywood
52,10002948,Warrnambool
93,30029173,Portland
38,10015530,Noorat & Glenormiston
52,30005189,Warrnambool
52,10001259,Warrnambool
92,30018583,Port Fairy
7,30113115,Hamilton
52,30090181,Warrnambool
52,30119736,Warrnambool
52,30112182,Warrnambool
42,30107466,Port Campbell
52,10001199,Warrnambool
7,30034080,Hamilton
7,30055265,Hamilton
7,30114864,Hamilton
52,30052477,Warrnambool
52,30112242,Warrnambool
52,10002842,Warrnambool
52,10007170,Warrnambool
52,30101943,Warrnambool
93,30023322,Portland
22,10021988,Camperdown
52,10003008,Warrnambool
52,10013187,Warrnambool
52,10008919,Warrnambool
7,30033974,Hamilton
52,10002782,Warrnambool
52,10007110,Warrnambool
22,10022357,Camperdown
93,30021822,Portland
52,30119856,Warrnambool
52,30078193,Warrnambool
93,30106814,Portland
7,30071415,Hamilton
52,10002639,Warrnambool
52,10008693,Warrnambool
40,30120313,Peterborough
52,30112016,Warrnambool
7,30035723,Hamilton
93,30021619,Portland
30,10016648,Cobden Urban
52,10007336,Warrnambool
52,10013021,Warrnambool
91,30018172,Heywood
93,30116177,Portland
52,10001425,Warrnambool
7,30034140,Hamilton
52,30113945,Warrnambool
22,10022154,Camperdown
52,30112385,Warrnambool
22,10020774,Camperdown
52,30100420,Warrnambool
7,30053719,Hamilton
52,30100134,Warrnambool
52,30118296,Warrnambool
92,30018809,Port Fairy
7,30043563,Hamilton
26,10017825,Caramut
34,10018942,Lismore & Derrinallum
52,10002722,Warrnambool
2,30038714,Casterton
42,10020067,Port Campbell
7,30033914,Hamilton
32,30111933,Koroit
52,30072162,Warrnambool
52,10008633,Warrnambool
6,30036337,Glenthompson
52,30051037,Warrnambool
22,30004710,Camperdown
93,30025131,Portland
52,10013247,Warrnambool
91,30018112,Heywood
52,10012961,Warrnambool
93,30029316,Portland
7,30035640,Hamilton
22,30085457,Camperdown
6,30036254,Glenthompson
93,30029376,Portland
7,30033997,Hamilton
30,10016505,Cobden Urban
22,10022274,Camperdown
93,30021739,Portland
93,30023405,Portland
93,30027733,Portland
7,30034200,Hamilton
27,30043322,Caramut Pipeline
32,30088349,Koroit
52,10001342,Warrnambool
93,30027590,Portland
32,30082438,Koroit
93,30118696,Portland
52,30118010,Warrnambool
52,10001139,Warrnambool
52,10008776,Warrnambool
2,30038774,Casterton
52,30118213,Warrnambool
93,30027793,Portland
52,10007253,Warrnambool
93,30021679,Portland
22,10022214,Camperdown
92,30115683,Port Fairy
7,30034057,Hamilton
52,10008979,Warrnambool
93,30023465,Portland
52,10007050,Warrnambool
52,30009434,Warrnambool
22,30046456,Camperdown
30,10016362,Cobden Urban
38,10015447,Noorat & Glenormiston
52,30068143,Warrnambool
7,30106766,Hamilton
52,30110470,Warrnambool
2,30038465,Casterton
52,10000761,Warrnambool
32,10018577,Koroit
52,30115491,Warrnambool
52,10006732,Warrnambool
92,30018560,Port Fairy
7,30031538,Hamilton
52,10003386,Warrnambool
93,30117889,Portland
26,30110757,Caramut
93,30029104,Portland
48,10014727,Terang
40,10017700,Peterborough
52,10012583,Warrnambool
7,30100795,Hamilton
4,30037348,Coleraine
52,10003446,Warrnambool
48,30109869,Terang
7,30057867,Hamilton
52,30052975,Warrnambool
52,10012643,Warrnambool
52,30107522,Warrnambool
52,30112265,Warrnambool
36,10019196,Mortlake
52,10006672,Warrnambool
32,30103955,Koroit
7,30031598,Hamilton
93,30025698,Portland
93,30022930,Portland
11,30038895,Sandford
52,30110410,Warrnambool
7,30032165,Hamilton
52,30119607,Warrnambool
52,30109640,Warrnambool
92,30020355,Port Fairy
52,30078027,Warrnambool
7,30034163,Hamilton
40,10017640,Peterborough
52,10000641,Warrnambool
52,10009297,Warrnambool
52,30103729,Warrnambool
7,30032368,Hamilton
92,30020558,Port Fairy
8,30039414,Macarthur
52,30113553,Warrnambool
32,10018517,Koroit
93,30024928,Portland
52,30053178,Warrnambool
48,10014870,Terang
50,30005498,Timboon
52,30118319,Warrnambool
52,30014681,Warrnambool
52,30119524,Warrnambool
93,30021762,Portland
92,30018440,Port Fairy
93,30027673,Portland
7,30031681,Hamilton
7,30035511,Hamilton
52,30070911,Warrnambool
52,30086563,Warrnambool
4,30037491,Coleraine
7,30034366,Hamilton
52,30041010,Warrnambool
52,30076822,Warrnambool
92,30021042,Port Fairy
2,30038608,Casterton
22,30060419,Camperdown
7,30041422,Hamilton
40,10017760,Peterborough
48,10014810,Terang
50,10020145,Timboon
52,10009440,Warrnambool
22,30119709,Camperdown
93,30028901,Portland
92,30020415,Port Fairy
4,30037431,Coleraine
93,30025071,Portland
52,30097615,Warrnambool
7,30034283,Hamilton
40,10017557,Peterborough
7,30034223,Hamilton
93,30021702,Portland
52,10006589,Warrnambool
93,30025011,Portland
36,10019763,Mortlake
52,30095783,Warrnambool
93,30027959,Portland
32,10018434,Koroit
38,10015470,Noorat & Glenormiston
52,30115634,Warrnambool
52,10003529,Warrnambool
7,30032308,Hamilton
52,30118176,Warrnambool
52,30107605,Warrnambool
22,30076274,Camperdown
52,30106414,Warrnambool
2,30038548,Casterton
7,30032451,Hamilton
52,30011418,Warrnambool
93,30025841,Portland
52,10012500,Warrnambool
52,30005710,Warrnambool
32,30010814,Koroit
93,30023050,Portland
52,30056344,Warrnambool
92,30070734,Port Fairy
7,30031478,Hamilton
52,10003326,Warrnambool
4,30037288,Coleraine
48,10014667,Terang
92,30018500,Port Fairy
36,10019680,Mortlake
93,30027899,Portland
92,30050777,Port Fairy
93,30021988,Portland
7,30031561,Hamilton
52,10003409,Warrnambool
52,30103692,Warrnambool
4,30037265,Coleraine
36,10019219,Mortlake
52,10000738,Warrnambool
93,30023216,Portland
7,30035368,Hamilton
52,10009380,Warrnambool
2,30038502,Casterton
52,30080048,Warrnambool
52,10012560,Warrnambool
4,30037325,Coleraine
52,10006649,Warrnambool
7,30031621,Hamilton
52,10003469,Warrnambool
52,30106377,Warrnambool
36,10019279,Mortlake
52,30091930,Warrnambool
93,30025901,Portland
4,30037205,Coleraine
11,30038918,Sandford
93,30029187,Portland
93,30073249,Portland
7,30035474,Hamilton
52,30056404,Warrnambool
48,10014750,Terang
7,30035677,Hamilton
7,30040217,Hamilton
52,30085899,Warrnambool
52,30050327,Warrnambool
52,30095677,Warrnambool
8,30039391,Macarthur
22,30057711,Camperdown
48,10014953,Terang
40,10017617,Peterborough
7,30031764,Hamilton
52,10003612,Warrnambool
7,30035308,Hamilton
2,30038442,Casterton
48,10014893,Terang
52,10012417,Warrnambool
93,30023013,Portland
10,30067306,Penshurst
2,30038668,Casterton
7,30035534,Hamilton
7,30034306,Hamilton
92,30018417,Port Fairy
36,10019362,Mortlake
52,30112431,Warrnambool
52,30107642,Warrnambool
93,30021785,Portland
93,30025615,Portland
92,30080618,Port Fairy
1,30037679,Balmoral
36,10019800,Mortlake
7,30034389,Hamilton
52,30083938,Warrnambool
1,30037596,Balmoral
7,30031704,Hamilton
52,10003552,Warrnambool
4,30037122,Coleraine
93,30025094,Portland
4,30037408,Coleraine
52,30107725,Warrnambool
52,30112348,Warrnambool
7,30032142,Hamilton
40,10017474,Peterborough
50,10020168,Timboon
8,30039451,Macarthur
7,30035451,Hamilton
52,10009463,Warrnambool
7,30082965,Hamilton
92,30021019,Port Fairy
93,30021868,Portland
93,30025675,Portland
7,30032225,Hamilton
52,10006566,Warrnambool
2,30038585,Casterton
52,30092511,Warrnambool
40,10017534,Peterborough
50,10020108,Timboon
92,30054026,Port Fairy
52,30112491,Warrnambool
52,30079905,Warrnambool
7,30034246,Hamilton
92,30020438,Port Fairy
92,30021079,Port Fairy
7,30031644,Hamilton
7,30032285,Hamilton
36,10019740,Mortlake
36,10019597,Mortlake
7,30034449,Hamilton
48,10014833,Terang
92,30098434,Port Fairy
93,30023073,Portland
93,30049605,Portland
52,30011644,Warrnambool
93,30022071,Portland
52,30080108,Warrnambool
93,30021928,Portland
93,30027779,Portland
52,30103835,Warrnambool
52,30077741,Warrnambool
2,30038525,Casterton
52,30106437,Warrnambool
52,30109746,Warrnambool
7,30035391,Hamilton
52,10009403,Warrnambool
7,30032082,Hamilton
52,30056321,Warrnambool
7,30034532,Hamilton
36,10019657,Mortlake
92,30020724,Port Fairy
93,30022011,Portland
2,30038419,Casterton
52,30083772,Warrnambool
7,30031999,Hamilton
52,30113387,Warrnambool
52,10012689,Warrnambool
36,10019242,Mortlake
48,10014621,Terang
52,10009251,Warrnambool
42,10019855,Port Campbell
52,10006718,Warrnambool
52,30116012,Warrnambool
52,30092308,Warrnambool
22,30099540,Camperdown
90,30029251,Dartmoor
52,10000867,Warrnambool
52,10012274,Warrnambool
52,30056307,Warrnambool
52,30107416,Warrnambool
93,30022824,Portland
7,30035345,Hamilton
52,10006363,Warrnambool
93,30021951,Portland
22,10022486,Camperdown
10,30072968,Penshurst
36,10019717,Mortlake
93,30027862,Portland
32,10018531,Koroit
52,10003340,Warrnambool
52,10000807,Warrnambool
52,10006778,Warrnambool
52,30059255,Warrnambool
36,10019302,Mortlake
7,30109497,Hamilton
52,30080546,Warrnambool
52,30050516,Warrnambool
93,30028795,Portland
42,10019915,Port Campbell
48,30115116,Terang
92,30020604,Port Fairy
93,30025509,Portland
32,10018471,Koroit
36,10019445,Mortlake
93,30109121,Portland
7,30031787,Hamilton
22,30120914,Camperdown
52,10000452,Warrnambool
92,30018394,Port Fairy
22,30103038,Camperdown
2,30052986,Casterton
52,10012809,Warrnambool
93,30022764,Portland
52,10009523,Warrnambool
32,10018328,Koroit
7,30032202,Hamilton
8,30039428,Macarthur
52,10006506,Warrnambool
1,30037702,Balmoral
36,10019385,Mortlake
42,10019998,Port Campbell
52,10000595,Warrnambool
93,30028855,Portland
50,10020191,Timboon
14,30038866,Konongwootong Pipeline
52,10012832,Warrnambool
92,30020996,Port Fairy
52,10003137,Warrnambool
7,30034329,Hamilton
7,30115528,Hamilton
52,10009131,Warrnambool
52,10009048,Warrnambool
7,30034412,Hamilton
10,30036569,Penshurst
1,30037619,Balmoral
93,30022154,Portland
38,30006891,Noorat & Glenormiston
36,10019514,Mortlake
2,30038562,Casterton
10,30036486,Penshurst
93,30022907,Portland
7,30109082,Hamilton
52,30080131,Warrnambool
52,30070957,Warrnambool
4,30037537,Coleraine
2,30038299,Casterton
92,30029463,Port Fairy
7,30031727,Hamilton
42,10019938,Port Campbell
7,30032119,Hamilton
38,10015802,Noorat & Glenormiston
40,10017511,Peterborough
52,10009191,Warrnambool
52,10000724,Warrnambool
52,10012749,Warrnambool
36,10019325,Mortlake
52,30118628,Warrnambool
52,30116072,Warrnambool
7,30031667,Hamilton
52,30112514,Warrnambool
38,10015862,Noorat & Glenormiston
52,30005318,Warrnambool
52,10006635,Warrnambool
7,30035428,Hamilton
2,30038359,Casterton
52,10006838,Warrnambool
93,30022094,Portland
10,30036426,Penshurst
52,10012357,Warrnambool
7,30034472,Hamilton
52,30082876,Warrnambool
7,30032059,Hamilton
93,30025652,Portland
7,30034615,Hamilton
4,30037477,Coleraine
52,10003280,Warrnambool
7,30035225,Hamilton
7,30031916,Hamilton
52,30110161,Warrnambool
92,30018454,Port Fairy
42,30099331,Port Campbell
52,10000535,Warrnambool
93,30022847,Portland
52,30110304,Warrnambool
52,10006446,Warrnambool
52,30014538,Warrnambool
52,30002573,Warrnambool
32,10018388,Koroit
52,30098339,Warrnambool
7,30082896,Hamilton
52,10012892,Warrnambool
52,30100549,Warrnambool
62,10017216,Terang Water Works
36,10019574,Mortlake
52,10000927,Warrnambool
52,10009583,Warrnambool
93,30028005,Portland
52,30080274,Warrnambool
92,30083655,Port Fairy
20,30014536,Allansford
50,10020131,Timboon
52,30107559,Warrnambool
92,30020664,Port Fairy
36,10019634,Mortlake
93,30027945,Portland
4,30037311,Coleraine
52,10003363,Warrnambool
92,30020747,Port Fairy
48,10014644,Terang
52,10009274,Warrnambool
2,30038396,Casterton
