pk_account,amount,urgs_application_status,evt_datetime
30036431,NULL,URGS Application Successful Letter,14/12/2022
30109338,NULL,URGS Application Successful Letter,14/12/2022
30109338,NULL,URGS Application Successful Letter,14/12/2022
30025463,NULL,URGS Application Successful Letter,20/12/2022
30021888,142.86,URGS Application Successful Letter - FC2022/13961,20/12/2022
30110092,NULL,URGS Application Successful Letter,20/12/2022
30041894,NULL,URGS Application Successful Letter,20/12/2022
30038715,187.89,URGS Application Successful Letter,20/12/2022
10003972,NULL,URGS Application Successful Letter,5/01/2023
30037993,NULL,URGS Application Successful Letter,5/01/2023
30036973,187.15,URGS Application Successful Letter - FC2023/00465,16/01/2023
10000243,396.65,URGS Application Successful Letter - FC2023/00470,16/01/2023
30034421,435.71,URGS Application Successful Letter - FC2023/00904,30/01/2023
10016458,136.07,URGS Application Successful Letter FC2023/00909,30/01/2023
30021865,186.77,URGS Application Successful Letter - FC2023/00910,30/01/2023
30067260,395.24,URGS Application Successful Letter FC2023/01369,8/02/2023
30110471,272.66,URGS Application Successful Letter - FC2023/01373,8/02/2023
30087318,546.82,URGS Application Successful Letter - FC2023/01715,15/02/2023
30038276,176.52,URGS Application Successful Letter - FC2023/01717,15/02/2023
10000221,531.23,URGS Application Successful Letter FC2023/01721,15/02/2023
10019346,635.33,URGS Application Successful Letter FC2023/01722,15/02/2023
30025080,650,URGS Application Successful Letter FC2023/01724,15/02/2023
30041229,NULL,URGS Application Successful Letter,15/02/2023
10002182,NULL,URGS Application Successful Letter,15/02/2023
30075980,448.63,URGS Application Successful Letter FC2023/01736,15/02/2023
30021865,173.64,URGS Application Successful Letter FC2023/01739,15/02/2023
10002882,336.53,URGS Application Successful Letter,15/02/2023
10000243,253.35,URGS Application Successful Letter FC2023/01744,15/02/2023
30100314,650,URGS Application Successful Letter FC2023/01750,15/02/2023
10021170,144.39,URGS Application Successful Letter FC2023/01754,15/02/2023
10015362,146.1,URGS Application Successful Letter,15/02/2023
10021183,633.13,URGS Application Successful Letter FC2023/01760,15/02/2023
30033833,650,URGS Application Successful Letter,15/02/2023
10014237,150.58,URGS Application Successful Letter FC2023/01769,15/02/2023
10019386,476.43,URGS Application Successful Letter FC2023/02031,22/02/2023
10004195,492.52,URGS Application Successful Letter - FC2023/02105,22/02/2023
10016458,379.1,URGS Application Successful Letter FC2023/02388,28/02/2023
30111442,208.46,URGS Application Successful Letter FC2023/02390,28/02/2023
10005838,189.79,URGS Application Successful Letter,6/03/2023
30106659,NULL,URGS Application Successful Letter,6/03/2023
30087318,103.18,URGS Application Successful Letter,6/03/2023
30033582,NULL,URGS Application Successful Letter,6/03/2023
10015362,75.9,URGS Application Successful Letter,6/03/2023
10011244,NULL,URGS Application Successful Letter,6/03/2023
30100154,650,URGS Application Successful Letter,6/03/2023
30099339,NULL,URGS Application Successful Letter,6/03/2023
30079161,NULL,URGS Application Successful Letter,6/03/2023
30034035,362.79,URGS Application Successful Letter,6/03/2023
30112778,100.15,URGS Application Successful Letter FC2023/03095,16/03/2023
30033582,176.89,URGS Application Successful Letter - FC2023/03098,16/03/2023
30107606,200.3,URGS Application Successful Letter - FC2023/03100,16/03/2023
30021888,36.73,URGS Application Successful Letter - FC2023/03124,16/03/2023
30009183,650,URGS Application Successful Letter - FC2023/03126,16/03/2023
30034421,214.29,URGS Application Successful Letter - FC2023/03127,16/03/2023
30071531,NULL,URGS Application Successful Letter,21/03/2023
30000979,NULL,URGS Application Successful Letter,27/03/2023
30036914,NULL,URGS Application Successful Letter,27/03/2023
10015948,NULL,URGS Application Successful Letter,27/03/2023
30097561,227.89,URGS Application Successful Letter - FC2023/04019,3/04/2023
10021707,284.47,URGS Application Successful Letter FC2023/04021,3/04/2023
30041689,406.57,URGS Application Successful Letter FC2023/04023,3/04/2023
30101891,650,URGS Application Successful Letter FC2023/04028,3/04/2023
30097327,650,URGS Application Successful Letter - FC2023/04029,3/04/2023
10013280,185.33,URGS Application Successful Letter - FC2023/04031,3/04/2023
30099342,461.09,URGS Application Successful Letter - FC2023/04371,12/04/2023
30108351,650,URGS Application Successful Letter FC2023/04374,12/04/2023
30105080,650,URGS Application Successful Letter FC2023/04375,12/04/2023
30037426,644.17,URGS Application Successful Letter FC2023/04377,12/04/2023
10014237,300.13,URGS Application Successful Letter FC2023/04563,17/04/2023
10006563,336.55,URGS Application Successful Letter FC2023/04565,17/04/2023
30025463,147.44,URGS Application Successful Letter FC2023/04567,17/04/2023
30028249,513.02,URGS Application Successful Letter - FC2023/04571,17/04/2023
30058770,219.63,URGS Application Successful Letter - FC2023/04572,17/04/2023
30038276,NULL,URGS Application Successful Letter,27/04/2023
30041929,112.42,URGS Application Successful Letter FC2023/05189,2/05/2023
30081950,NULL,URGS Application Successful Letter,2/05/2023
10002882,NULL,URGS Application Successful Letter,10/05/2023
30025463,NULL,URGS Application Successful Letter,17/05/2023
10015362,174.22,URGS Application Successful Letter FC2023/06085,17/05/2023
30100384,NULL,URGS Application Successful Letter,17/05/2023
30000979,NULL,URGS Application Successful Letter,17/05/2023
30108158,NULL,URGS Application Successful Letter,17/05/2023
30093621,NULL,URGS Application Successful Letter,17/05/2023
30038122,NULL,URGS Application Successful Letter,17/05/2023
30031640,309.23,URGS Application Successful Letter - FC2023/06111,18/05/2023
30031330,378.54,URGS Application Successful Letter - FC2023/06112,18/05/2023
30108686,123.21,URGS Application Successful Letter - FC2023/06122,18/05/2023
30107606,150.21,URGS Application Successful Letter FC2023/06265,22/05/2023
30109023,223.27,URGS Application Successful Letter FC2023/06272,22/05/2023
30041689,212.39,URGS Application Successful Letter FC2023/06273,22/05/2023
10019325,200.9,URGS Application Successful Letter - FC2023/06634,29/05/2023
10019161,650,URGS Application Successful Letter,6/06/2023
10003893,549.1,URGS Application Successful Letter FC2023/07047,6/06/2023
30031330,154.02,URGS Application Successful Letter FC2023/07049,6/06/2023
30033582,138.36,URGS Application Successful Letter FC2023/07054,6/06/2023
30101316,650,URGS Application Successful Letter FC2023/07055,6/06/2023
10021470,650,URGS Application Successful Letter,15/06/2023
10010911,452.4,URGS Application Successful Letter - FC2023/07474,16/06/2023
30055619,248.18,URGS Application Successful Letter FC2023/07472,16/06/2023
30102462,45.36,URGS Application Successful Letter FC2023/07477,16/06/2023
30035412,167.77,URGS Application Successful Letter -,16/06/2023
10014236,650,URGS Application Successful Letter FC2023/07478,16/06/2023
30036914,209.67,URGS Application Successful Letter - FC2023/07545,19/06/2023
30035056,650,URGS Application Successful Letter - FC2023/07552,19/06/2023
10019194,430.2,URGS Application Successful Letter - FC2023/07553,19/06/2023
30104309,215.37,URGS Application Successful Letter - FC2023/07554,19/06/2023
30101612,422.71,URGS Application Successful Letter - FC2023/07558,19/06/2023
30025036,650,URGS Application Successful Letter - FC2023/07561,19/06/2023
30087818,565.11,URGS Application Successful Letter - FC2023/07568,19/06/2023
10019261,568.82,URGS Application Successful Letter - FC2023/07569,19/06/2023
30035003,186.92,URGS Application Successful Letter - FC2023/07577,19/06/2023
30035441,374.77,URGS Application Successful Letter - FC2023/07578,19/06/2023
30037115,305,URGS Application Successful Letter - FC2023/07579,19/06/2023
30035326,NULL,URGS Application Successful Letter,19/06/2023
30076393,650,URGS Application Successful Letter FC2023/07885,26/06/2023
10018155,650,URGS Application Successful Letter FC2023/07887,26/06/2023
10019573,NULL,URGS Application Successful Letter,26/06/2023
10000591,466.28,URGS Application Successful Letter FC2023/07890,26/06/2023
30108075,NULL,URGS Application Successful Letter,26/06/2023
30101187,331.09,URGS Application Successful Letter FC2023/07893,26/06/2023
30113709,NULL,URGS Application Successful Letter,26/06/2023
30025343,650,URGS Application Successful Letter FC2023/07899,26/06/2023
30037642,650,URGS Application Successful Letter FC2023/07900,26/06/2023
30068600,300,URGS Application Successful Letter FC2023/07901,26/06/2023
30108032,559.71,URGS Application Successful Letter FC2023/07906,26/06/2023
30105242,241.67,URGS Application Successful Letter FC2023/07907,26/06/2023
30037593,NULL,URGS Application Successful Letter,3/07/2023
30037115,192.46,URGS Application Successful Letter,3/07/2023
30031640,NULL,URGS Application Successful Letter,3/07/2023
10014237,NULL,URGS Application Successful Letter,4/07/2023
30026143,NULL,URGS Application Successful Letter,4/07/2023
30036218,650,URGS Application Successful Letter FC2023/08544,10/07/2023
30035441,111.08,URGS Application Successful Letter - FC2023/08546,10/07/2023
10021399,340.6,URGS Application Successful Letter - FC2023/08552,10/07/2023
30035003,330.92,URGS Application Successful Letter FC2023/08842,18/07/2023
30092746,507.03,URGS Application Successful Letter FC2023/08844,18/07/2023
30101760,416.57,URGS Application Successful Letter FC2023/08845,18/07/2023
30031837,442.21,URGS Application Successful Letter FC2023/08848,18/07/2023
10008437,473.51,URGS Application Successful Letter FC2023/08849,18/07/2023
30099339,103,URGS Application Successful Letter FC2023/08851,18/07/2023
10005770,650,URGS Application Successful Letter FC2023/08853,18/07/2023
30061538,NULL,URGS Application Successful Letter,27/07/2023
30025451,116.89,URGS Application Successful Letter,27/07/2023
10008330,NULL,URGS Application Successful Letter,27/07/2023
30028412,NULL,URGS Application Successful Letter,27/07/2023
30037046,NULL,URGS Application Successful Letter,27/07/2023
30040271,650,URGS successful letter issued FC2023/09619,2/08/2023
10010284,283.27,URGS Application Successful Letter - FC2023/09621,2/08/2023
30112299,292.92,URGS Application Successful Letter FC2023/09622,2/08/2023
10002344,200,URGS Application Successful Letter - FC2023/09928,9/08/2023
30108032,55.36,URGS Application Successful Letter FC2023/09930,9/08/2023
30005066,220.19,URGS Application Successful Letter - FC2023/09934,9/08/2023
30099099,NULL,URGS Application Successful Letter,16/08/2023
10014445,NULL,URGS Application Successful Letter,16/08/2023
30019162,NULL,URGS Application Successful Letter,18/08/2023
30031640,91.39,URGS Application Successful Letter FC2023/10813,28/08/2023
30107325,NULL,URGS Application Successful Letter,4/09/2023
10019325,NULL,URGS Application Successful Letter,4/09/2023
30037391,NULL,URGS Application Successful Letter,4/09/2023
30028492,NULL,URGS Application Successful Letter,4/09/2023
30103182,NULL,URGS Application Successful Letter,4/09/2023
30041929,NULL,URGS Application Successful Letter,4/09/2023
10015362,52.92,URGS Application Successful Letter,4/09/2023
30107606,NULL,URGS Application Successful Letter,4/09/2023
30107030,NULL,URGS Application Successful Letter,4/09/2023
30039401,NULL,URGS Application Successful Letter,4/09/2023
30017771,NULL,URGS Application Successful Letter,4/09/2023
30102462,NULL,URGS Application Successful Letter,4/09/2023
30105537,NULL,URGS Application Successful Letter,4/09/2023
30092746,142.97,URGS Application Successful Letter - FC2023/11519,11/09/2023
30083479,142.65,URGS Application Successful Letter - FC2023/11520,11/09/2023
30055619,115.74,URGS Application Successful Letter - FC2023/11521,11/09/2023
30020517,295.49,URGS Application Successful Letter - FC2023/11522,11/09/2023
10022508,609.81,URGS Application Successful Letter - FC2023/11839,18/09/2023
10008330,139.1,URGS Application Successful Letter FC2023/11840,18/09/2023
10008437,176.49,URGS Application Successful Letter FC2023/11845,18/09/2023
30010618,403.02,URGS Application Successful Letter FC2023/11847,18/09/2023
30101352,126.05,URGS Application Successful Letter FC2023/11850,18/09/2023
30005066,17.57,URGS Application Successful Letter FC2023/11853,18/09/2023
30019162,216.74,URGS Application Successful Letter FC2023/11856,18/09/2023
30106488,30,URGS Application Successful Letter FC2023/11857,18/09/2023
30035552,NULL,URGS Application Successful Letter,26/09/2023
30035552,NULL,URGS Application Successful Letter,26/09/2023
30021464,NULL,URGS Application Successful Letter,26/09/2023
10000799,NULL,URGS Application Successful Letter,26/09/2023
10018510,NULL,URGS Application Successful Letter,26/09/2023
30105537,NULL,URGS Application Successful Letter,26/09/2023
30107030,NULL,URGS Application Successful Letter,26/09/2023
30085837,650,URGS Application Successful Letter FC2023/12470,3/10/2023
30109254,283.07,URGS Application Successful Letter FC2023/12471,3/10/2023
30017896,650,URGS Application Successful Letter FC2023/12476,3/10/2023
30111183,650,URGS Application Successful Letter,9/10/2023
30091618,371.58,URGS Application Successful Letter,9/10/2023
10018510,264.28,URGS Application Successful Letter,9/10/2023
30100952,NULL,URGS Application Successful Letter,16/10/2023
10010343,NULL,URGS Application Successful Letter,16/10/2023
30103182,65.36,URGS Application Successful Letter FC2023/13416,23/10/2023
10022048,111.24,URGS successful letter issued FC2023/13887,31/10/2023
10010343,117.34,URGS Application Successful Letter FC2023/13069,31/10/2023
30021232,206,URGS Application Successful Letter FC2023/13891,31/10/2023
10006364,126,URGS Application Successful Letter FC2023/13893,31/10/2023
30039012,650,URGS Application Successful Letter FC2023/13896,31/10/2023
30028492,64.36,URGS Application Successful Letter - FC2023/14259,7/11/2023
30107606,144.18,URGS Application Successful Letter - FC2023/14260,7/11/2023
30106488,NULL,URGS Application Successful Letter,14/11/2023
30021464,NULL,URGS Application Successful Letter,14/11/2023
30106488,NULL,URGS Application Successful Letter,14/11/2023
30109254,NULL,URGS Application Successful Letter,14/11/2023
30026714,650,URGS Application Successful Letter FC2023/14957,21/11/2023
30109398,650,URGS Application Successful Letter D2023/067870,21/11/2023
30021232,207.88,URGS Application Successful Letter FC2023/15333,27/11/2023
30116057,606.37,URGS Application Successful Letter FC2023/15335,27/11/2023
30107034,510.54,URGS Application Successful Letter FC2023/15338,27/11/2023
30111026,614.47,URGS Application Successful Letter FC2023/15340,27/11/2023
30014391,NULL,URGS Application Successful Letter,4/12/2023
10021513,NULL,URGS Application Successful Letter,4/12/2023
10015396,NULL,URGS Application Successful Letter,4/12/2023
30091618,NULL,URGS Application Successful Letter,4/12/2023
30101836,NULL,URGS Application Successful Letter,4/12/2023
10019573,650,URGS Application Successful Letter FC2023/16336,11/12/2023
30097554,295.44,URGS Application Successful Letter FC2023/16341,11/12/2023
30031964,NULL,URGS Application Successful Letter,11/12/2023
30085032,317.08,URGS Application Successful Letter FC2023/16346,11/12/2023
30115173,650,URGS Application Successful Letter FC2023/16347,11/12/2023
30024116,650,URGS Application Successful Letter FC2023/16348,11/12/2023
30091110,650,URGS Application Successful Letter FC2023/16350,11/12/2023
10013859,NULL,URGS Application Successful Letter,18/12/2023
10018510,NULL,URGS Application Successful Letter,18/12/2023
30114027,NULL,URGS Application Successful Letter,18/12/2023
30065099,NULL,URGS Application Successful Letter,18/12/2023
10019325,214.67,URGS Application Successful Letter FC2024/00077,4/01/2024
30028359,181,URGS Application Successful Letter FC2024/00201,8/01/2024
30108686,93.21,URGS Application Successful Letter FC2024/00611,16/01/2024
30100283,415.28,URGS Application Successful Letter FC2024/00613,16/01/2024
30111586,257.31,URGS Application Successful Letter FC2024/00614,16/01/2024
30080048,408.38,URGS Application Successful Letter FC2024/00616,16/01/2024
10010486,198.87,URGS Application Successful Letter FC2024/00617,16/01/2024
30021304,287.25,URGS Application Successful Letter FC2024/00618,16/01/2024
30113010,650,URGS Application Successful Letter FC2024/00620,16/01/2024
30035965,650,URGS Application Successful Letter FC2024/00623,16/01/2024
10006563,NULL,URGS Application Successful Letter,23/01/2024
30097487,199.29,URGS Application Successful Letter - FC2024/01543,29/01/2024
10019147,43.47,URGS Application Successful Letter - FC2024/01547,29/01/2024
30091618,205.48,URGS Application Successful Letter - FC2024/01548,29/01/2024
30109254,159.84,URGS Application Successful Letter - FC2024/01550,29/01/2024
30028359,187.7,URGS Application Successful Letter - FC2024/01552,29/01/2024
30099715,186,URGS Application Successful Letter FC2024/01893,5/02/2024
10021399,194.46,URGS Application Successful Letter FC2024/01899,5/02/2024
30100283,234.74,URGS Application Successful Letter FC2024/01911,5/02/2024
30080048,241.62,URGS Application Successful Letter FC2024/01912,5/02/2024
30018118,650,URGS Application Successful Letter FC2024/01913,5/02/2024
30021304,362.75,URGS Application Successful Letter FC2024/01917,5/02/2024
30021314,650,URGS Application Successful Letter FC2024/01918,5/02/2024
30025136,233.32,URGS Application Successful Letter FC2024/01922,5/02/2024
30035843,650,URGS Application Successful Letter FC2024/01926,5/02/2024
10006363,NULL,URGS Application Successful Letter,13/02/2024
30008807,221.91,URGS Application Successful Letter FC2024/02692,19/02/2024
30038528,212.21,URGS Application Successful Letter FC2024/02695,19/02/2024
30038896,389.75,URGS Application Successful Letter - FC2024/03542,26/02/2024
30034851,606.97,URGS Application Successful Letter - FC2024/03543,26/02/2024
30038251,650,URGS Application Successful Letter - FC2024/03545,26/02/2024
10019285,650,URGS Application Successful Letter - FC2024/03546,26/02/2024
30114765,315.3,URGS Application Successful Letter - FC2024/03549,26/02/2024
30108672,198.8,URGS Application Successful Letter - FC2024/03555,26/02/2024
10010486,193.93,URGS Application Successful Letter - FC2024/03564,26/02/2024
30025136,232.32,URGS Application Successful Letter - FC2024/03566,26/02/2024
30043484,87.75,URGS Application Successful Letter FC2024/03571,26/02/2024
10022099,NULL,URGS Application Successful Letter,5/03/2024
30021382,NULL,URGS Application Successful Letter,5/03/2024
10010284,NULL,URGS Application Successful Letter,5/03/2024
10006363,NULL,URGS Application Successful Letter,5/03/2024
30114027,NULL,URGS Application Successful Letter,5/03/2024
30055629,NULL,URGS Application Successful Letter,5/03/2024
30043484,NULL,URGS Application Successful Letter,5/03/2024
10018216,470.97,URGS Application Successful Letter FC2024/04382,12/03/2024
30112534,254.05,URGS Application Successful Letter FC2024/04384,12/03/2024
30018284,NULL,URGS Application Successful Letter,13/03/2024
30089004,NULL,URGS Application Successful Letter,13/03/2024
10002642,650,URGS Application Successful Letter,13/03/2024
30097898,NULL,URGS Application Successful Letter,13/03/2024
30022088,650,URGS Application Successful Letter - FC2024/04776,19/03/2024
30111396,650,URGS Application Successful Letter - FC2024/04778,19/03/2024
30039445,650,URGS Application Successful Letter - FC2024/04781,19/03/2024
30007791,650,URGS Application Successful Letter - FC2024/04782,19/03/2024
10002403,650,URGS Application Successful Letter - FC2024/04783,19/03/2024
10022099,213.08,URGS Application Successful Letter - FC2024/04784,19/03/2024
30099686,437.29,URGS Application Successful Letter - FC2024/04788,19/03/2024
10021490,187.94,URGS Application Successful Letter - FC2024/04789,19/03/2024
30028784,NULL,URGS Application Successful Letter,25/03/2024
10002825,NULL,URGS Application Successful Letter,25/03/2024
30102391,NULL,URGS Application Successful Letter,25/03/2024
30108672,NULL,URGS Application Successful Letter,25/03/2024
30058310,NULL,URGS Application Successful Letter,25/03/2024
30032257,NULL,URGS Application Successful Letter,25/03/2024
30038528,NULL,URGS Application Successful Letter,25/03/2024
30021464,167.43,URGS Application Successful Letter FC2024/05276,2/04/2024
30111458,171.05,URGS Application Successful Letter - FC2024/05636,9/04/2024
30065439,207.71,URGS Application Successful Letter - FC2024/05672,9/04/2024
30059634,321.1,URGS Application Successful Letter - FC2024/05673,9/04/2024
30112299,357.08,URGS Application Successful Letter - FC2024/05676,9/04/2024
30109942,NULL,URGS Application Successful Letter,16/04/2024
10014469,NULL,URGS Application Successful Letter,16/04/2024
30036638,NULL,URGS Application Successful Letter,18/04/2024
30094463,NULL,URGS Application Successful Letter,18/04/2024
30036911,NULL,URGS Application Successful Letter,18/04/2024
30096785,504.46,URGS Application Successful Letter FC2024/06290,22/04/2024
30109673,650,URGS Application Successful Letter FC2024/06291,22/04/2024
10019342,650,URGS Application Successful Letter FC2024/06293,22/04/2024
30103313,169.57,URGS Application Successful Letter FC2024/06294,22/04/2024
30038718,650,URGS Application Successful Letter FC2024/06296,22/04/2024
30099270,420.2,URGS Application Successful Letter FC2024/06298,22/04/2024
30113064,244.08,URGS Application Successful Letter FC2024/06301,22/04/2024
10012808,194.23,URGS Application Successful Letter FC2024/06304,22/04/2024
10010284,131.5,URGS Application Successful Letter FC2024/06305,22/04/2024
30023651,383.37,URGS Application Successful Letter FC2024/06306,22/04/2024
30025210,210.27,URGS Application Successful Letter FC2024/06308,22/04/2024
30026269,207.43,URGS Application Successful Letter FC2024/06311,22/04/2024
30105921,650,URGS Application Successful Letter FC2024/06315,22/04/2024
10006969,179.96,URGS Application Successful Letter FC2024/06316,22/04/2024
30008807,224.69,URGS Application Successful Letter - FC2024/06557,29/04/2024
30099715,191.62,URGS Application Successful Letter - FC2024/06559,29/04/2024
30033079,243.83,URGS Application Successful Letter - FC2024/06575,29/04/2024
10009970,NULL,URGS Application Successful Letter,7/05/2024
30084399,650,URGS Application Successful Letter - FC2024/07036,7/05/2024
30031238,200.76,URGS Application Successful Letter - FC2024/07040,7/05/2024
30096852,650,URGS Application Successful Letter - FC2024/07045,7/05/2024
30089017,342.1,URGS Application Successful Letter - FC2024/07047,7/05/2024
30064892,40.43,URGS Application Successful Letter - FC2024/07047,7/05/2024
30018245,387.7,URGS Application Successful Letter - FC2024/07047,7/05/2024
30098126,228.51,URGS Application Successful Letter FC2024/07094,8/05/2024
30065439,182.44,URGS Application Successful Letter FC2024/07097,8/05/2024
30107772,605.4,URGS Application Successful Letter FC2024/07106,8/05/2024
30022475,341.06,URGS Application Successful Letter FC2024/07109,8/05/2024
30107856,148.75,URGS Application Successful Letter FC2024/07112,8/05/2024
30025551,421.9,URGS Application Successful Letter - FC2024/07120,8/05/2024
30035441,164.15,URGS Application Successful Letter FC2024/07458,14/05/2024
30108944,483.13,URGS Application Successful Letter FC2024/07459,14/05/2024
10022099,189.53,URGS Application Successful Letter FC2024/07460,14/05/2024
10017772,650,URGS Application Successful Letter FC2024/07462,14/05/2024
10003843,472.98,URGS Application Successful Letter FC2024/07464,14/05/2024
30089519,149.65,URGS Application Successful Letter FC2024/07469,14/05/2024
30117342,650,URGS Application Successful Letter FC2024/07476,14/05/2024
30109254,81.51,URGS Application Successful Letter FC2024/07477,14/05/2024
30100308,246.53,URGS Application Successful Letter FC2024/07478,14/05/2024
30025451,221.33,URGS Application Successful Letter FC2024/07479,14/05/2024
30085122,575.62,URGS Application Successful Letter FC2024/07480,14/05/2024
30004915,NULL,URGS Application Successful Letter,14/05/2024
30018284,156.95,URGS Application Successful Letter FC2024/07484,14/05/2024
30031684,NULL,URGS Application Successful Letter,14/05/2024
10020820,180.76,URGS Application Successful Letter - FC2024/07719,21/05/2024
10021490,181.17,URGS Application Successful Letter - FC2024/07722,21/05/2024
30097898,43.25,URGS Application Successful Letter - FC2024/07723,21/05/2024
30097885,605.55,URGS Application Successful Letter - FC2024/07726,21/05/2024
30026419,192.1,URGS Application Successful Letter - FC2024/07729,21/05/2024
30010869,650,URGS Application Successful Letter - FC2024/07986,27/05/2024
30031056,650,URGS Application Successful Letter - FC2024/07989,27/05/2024
30095812,463.58,URGS Application Successful Letter - FC2024/07990,27/05/2024
30113680,488.43,URGS Application Successful Letter - FC2024/07991,27/05/2024
30090640,342.95,URGS Application Successful Letter - FC2024/08004,28/05/2024
10006969,NULL,URGS Application Successful Letter,28/05/2024
10006969,183.95,URGS Application Successful Letter - FC2024/08013,28/05/2024
30106361,323.98,URGS Application Successful Letter - FC2024/08016,28/05/2024
10018740,301.42,URGS Application Successful Letter - FC2024/08017,28/05/2024
30080281,425.48,URGS Application Successful Letter - FC2024/08022,28/05/2024
10021012,650,URGS Application Successful Letter - FC2024/08029,28/05/2024
30039039,650,URGS Application Successful Letter - FC2024/08030,28/05/2024
30034864,597.76,URGS Application Successful Letter FC2024/08037,28/05/2024
30114929,220.94,URGS Application Successful Letter FC2024/08038,28/05/2024
10010486,203.51,URGS Application Successful Letter - FC2024/08309,3/06/2024
30023651,266.63,URGS Application Successful Letter - FC2024/08310,3/06/2024
30026164,650,URGS Application Successful Letter - FC2024/08994,13/06/2024
30115728,140.73,URGS Application Successful Letter - FC2024/08995,13/06/2024
30059634,263.45,URGS Application Successful Letter - FC2024/08998,13/06/2024
30078437,650,URGS Application Successful Letter - FC2024/09005,13/06/2024
30115310,650,URGS Application Successful Letter - FC2024/09018,13/06/2024
10012808,187.46,URGS Application Successful Letter - FC2024/09019,13/06/2024
10005838,650,URGS Application Successful Letter - FC2024/09021,13/06/2024
30082681,501.32,URGS Application Successful Letter - FC2024/09023,13/06/2024
10000576,240.65,URGS Application Successful Letter - FC2024/09027,13/06/2024
10006926,336.54,URGS Application Successful Letter - FC2024/09028,13/06/2024
30065091,206.64,URGS Application Successful Letter - FC2024/09029,13/06/2024
30033079,NULL,URGS Application Successful Letter,17/06/2024
30108359,575,URGS Application Successful Letter - FC2024/09669,24/06/2024
30060645,434.22,URGS Application Successful Letter - FC2024/09674,24/06/2024
30032390,381.04,URGS Application Successful Letter - FC2024/10150,2/07/2024
30018141,650,URGS Application Successful Letter - FC2024/10150,2/07/2024
10016476,650,URGS Application Successful Letter FC2024/10478,9/07/2024
30112944,365.26,URGS Application Successful Letter FC2024/10479,9/07/2024
30032366,650,URGS application Successful Letter FC2024/10481,9/07/2024
30012235,60.31,URGS Application Successful Letter FC2024/10483,9/07/2024
30105292,430.32,URGS Application Successful Letter FC2024/10489,9/07/2024
30074942,428.65,URGS Application Successful Letter FC2024/10493,9/07/2024
30029639,650,URGS Application Successful Letter FC2024/10495,9/07/2024
30075298,NULL,URGS Application Successful Letter,9/07/2024
30018280,582.55,URGS Application Successful Letter FC2024/10497,9/07/2024
30034782,650,URGS Application Successful Letter - FC2024/10803,15/07/2024
30031081,650,URGS Application Successful Letter - FC2024/10805,15/07/2024
30044567,650,URGS Application Successful Letter - FC2024/10807,15/07/2024
10016948,599.92,URGS Application Successful Letter - FC2024/10808,15/07/2024
10010784,402.43,URGS Application Successful Letter - FC2024/10809,15/07/2024
10003843,137.73,URGS Application Successful Letter - FC2024/11239,22/07/2024
30114929,429.06,URGS Application Successful Letter - FC2024/11241,22/07/2024
30108359,75,URGS Application Successful Letter - FC2024/11253,22/07/2024
30038528,129.09,URGS Application Successful Letter FC2024/11644,29/07/2024
30065439,180.36,URGS Application Successful Letter FC2024/11653,29/07/2024
30035147,252.4,URGS Application Successful Letter FC2024/11656,29/07/2024
10016723,617.62,URGS Application Successful Letter FC2024/11658,29/07/2024
10001558,650,URGS Application Successful Letter FC2024/11666,29/07/2024
30090640,147.83,URGS Application Successful Letter FC2024/11668,29/07/2024
10013280,200.15,URGS Application Successful Letter FC2024/11669,29/07/2024
30004915,90.45,URGS Application Successful Letter FC2024/11670,29/07/2024
30092165,276.65,URGS Application Successful Letter,5/08/2024
30089519,397.33,URGS Application Successful Letter FC2024/12059,5/08/2024
10009420,218.16,URGS Application Successful Letter FC2024/12063,5/08/2024
30041929,281.99,URGS Application Successful Letter FC2024/12065,5/08/2024
30060645,215.78,URGS Application Successful Letter FC2024/12067,5/08/2024
30022440,650,URGS Application Successful Letter FC2024/12069,5/08/2024
30025210,182.19,URGS Application Successful Letter FC2024/12070,5/08/2024
30038657,650,URGS Application Successful Letter FC2024/12071,5/08/2024
30033608,559.51,URGS Application Successful Letter - FC2024/12451,13/08/2024
10015239,261.65,URGS Application Successful Letter - FC2024/12453,13/08/2024
10022099,78.69,URGS Application Successful Letter - FC2024/12455,13/08/2024
30080281,167.42,URGS Application Successful Letter - FC2024/12456,13/08/2024
10000576,206.14,URGS Application Successful Letter - FC2024/12458,13/08/2024
30036987,475.59,URGS Application Successful Letter - FC2024/13527,29/08/2024
10005807,602.23,URGS Application Successful Letter - FC2024/13715,3/09/2024
10012808,178.33,URGS Application Successful Letter FC2024/14106,10/09/2024
10010784,185.45,URGS Application Successful Letter - FC2024/14533,17/09/2024
30092115,650,URGS Application Successful Letter - FC2024/14540,17/09/2024
10009420,268.16,URGS Application Successful Letter - FC2024/14542,17/09/2024
30026829,NULL,URGS Application Successful Letter,17/09/2024
10009253,216.05,URGS Application Successful Letter - FC2024/14879,23/09/2024
30020148,563.09,URGS Application Successful Letter FC2024/15348,30/09/2024
10016458,134.83,URGS Application Successful Letter FC2024/15349,30/09/2024
30112561,186.25,URGS Application Successful Letter FC2024/15351,30/09/2024
30038502,650,URGS Application Successful Letter FC2024/16055,15/10/2024
30038400,417.69,URGS Application Successful Letter FC2024/16058,15/10/2024
30074454,650,URGS Application Successful Letter FC2024/16073,15/10/2024
